SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2023HU0687413,1,40,48,1,6,1,15,30000,229,3601,2,1,4,1,2,04311,1019518
2023HU0687413,2,36,45,2,6,1,21,50000,229,3910,3,1,1,1,1,04311,1019518
2023HU0687413,3,44,10,1,6,1,7,0,229,0,0,0,1,5,1,04311,1019518
2023HU0687413,4,44,8,1,6,1,5,0,229,0,0,0,1,5,1,04311,1019518
2023HU0687413,5,37,4,2,6,1,1,0,229,0,0,0,1,5,1,04311,1019518
2023HU0687445,1,373,83,1,2,1,16,13900,249,0,0,6,1,1,1,04110,1019518
2023HU0687445,2,369,70,2,2,1,16,31000,249,0,0,6,1,1,1,04110,1019518
2023HU0687599,1,119,73,1,1,1,21,70800,501,0,0,6,4,3,2,04112,1019518
2023HU0687685,1,44,23,2,1,1,21,100000,501,1006,1,1,1,5,1,04103,1019518
2023HU0687685,2,65,24,2,1,1,21,60000,392,2205,1,1,1,5,1,04103,1019518
2023HU0687685,3,63,23,2,1,1,21,80000,501,1650,1,1,1,5,1,04103,1019518
2023HU0687723,1,147,72,1,2,1,19,2300,166,0,0,6,1,1,1,04318,1019518
2023HU0687723,2,149,72,2,2,1,16,28200,166,0,0,6,1,1,1,04318,1019518
2023HU0687756,1,317,44,1,8,7,1,45000,124,6260,1,1,5,1,2,04209,1019518
2023HU0687756,2,210,37,2,8,2,1,0,124,4220,8,6,5,1,2,04209,1019518
2023HU0687756,3,203,17,1,8,24,15,0,124,2360,6,6,1,5,1,04209,1019518
2023HU0687756,4,276,13,1,8,24,11,0,124,0,0,0,1,5,1,04209,1019518
2023HU0687756,5,285,4,1,8,24,2,0,124,0,0,0,1,5,1,04209,1019518
2023HU0687766,1,76,52,1,1,1,21,167000,501,230,3,1,1,1,1,04411,1019518
2023HU0687766,2,80,52,2,1,1,21,30000,501,3050,2,1,1,1,1,04411,1019518
2023HU0687766,3,64,17,2,1,1,14,0,501,0,0,6,1,5,1,04411,1019518
2023HU0687766,4,63,15,2,1,1,13,0,501,0,0,0,1,5,1,04411,1019518
2023HU0687870,1,81,61,2,2,1,16,55000,383,5000,3,1,1,5,1,04316,1019518
2023HU0687870,2,95,29,2,2,1,16,22100,383,20,1,1,1,5,1,04316,1019518
2023HU0687906,1,115,63,2,1,1,22,139000,501,5740,4,1,1,5,1,04405,1019518
2023HU0687938,1,135,46,1,2,1,19,88400,443,410,3,1,1,5,1,04412,1019518
2023HU0687938,2,140,20,1,2,1,19,700,443,9645,1,1,1,5,1,04412,1019518
2023HU0688006,1,230,70,1,2,1,11,48000,337,3930,1,1,1,5,1,04212,1019518
2023HU0688028,1,145,35,2,1,1,21,84000,501,4800,1,1,1,5,1,04108,1019518
2023HU0688060,1,231,45,1,6,1,22,142000,501,3255,2,1,1,5,1,04207,1019518
2023HU0688072,1,118,40,2,1,1,21,330000,501,520,1,1,1,5,1,04306,1019518
2023HU0688136,1,74,31,1,6,1,16,63000,501,3725,1,1,1,1,1,04306,1019518
2023HU0688136,2,84,31,2,6,1,21,115000,501,350,2,1,4,1,2,04306,1019518
2023HU0688145,1,125,55,2,9,1,16,50000,246,3602,1,1,1,3,1,04413,1019518
2023HU0688145,2,187,43,1,9,1,21,120020,501,120,1,1,1,4,1,04413,1019518
2023HU0688145,3,93,18,2,9,1,19,0,246,0,0,6,1,5,1,04413,1019518
2023HU0688168,1,77,41,1,9,1,19,67000,501,410,1,1,1,1,1,04503,1019518
2023HU0688168,2,70,41,2,1,1,20,65000,501,5240,1,1,1,1,1,04503,1019518
2023HU0688168,3,55,5,1,9,1,1,0,501,0,0,0,3,5,1,04503,1019518
2023HU0688168,4,61,21,2,9,1,1,49000,501,850,1,1,1,5,1,04503,1019518
2023HU0688168,5,68,62,2,1,1,19,82000,501,5810,1,1,1,5,1,04503,1019518
2023HU0688168,6,51,79,2,1,1,20,0,501,0,0,6,1,2,1,04503,1019518
2023HU0688362,1,154,62,2,9,5,17,8800,169,0,0,6,4,5,2,04112,1019518
2023HU0688362,2,190,52,1,9,5,19,16500,169,4220,1,1,4,3,2,04112,1019518
2023HU0688362,3,226,85,1,9,5,13,13700,169,0,0,6,4,3,2,04112,1019518
2023HU0688422,1,84,73,2,1,1,21,37000,275,0,0,6,1,1,1,04310,1019518
2023HU0688422,2,78,73,1,1,1,21,13600,275,0,0,6,1,1,1,04310,1019518
2023HU0688450,1,198,25,1,1,1,19,1500,9,2350,6,1,1,5,1,04310,1019518
2023HU0688450,2,238,27,2,9,2,17,7100,45,3601,1,1,1,5,1,04310,1019518
2023HU0688450,3,153,25,1,9,1,22,165000,501,440,7,1,1,5,1,04310,1019518
2023HU0688521,1,65,69,2,2,1,17,15100,41,0,0,6,1,3,1,04305,1019518
2023HU0688521,2,70,44,2,2,1,16,0,41,0,0,6,1,3,1,04305,1019518
2023HU0688521,3,76,16,1,2,1,12,0,41,0,0,6,1,5,1,04305,1019518
2023HU0688521,4,87,14,2,2,1,10,0,41,0,0,0,1,5,1,04305,1019518
2023HU0688521,5,87,11,2,2,1,10,0,41,0,0,0,1,5,1,04305,1019518
2023HU0688583,1,94,31,2,1,1,22,61000,501,2320,1,1,1,1,1,04208,1019518
2023HU0688583,2,124,36,1,1,1,22,70000,501,2320,1,1,1,1,1,04208,1019518
2023HU0688591,1,102,80,2,1,1,22,87000,501,5940,7,1,1,1,1,04306,1019518
2023HU0688762,1,101,70,2,1,1,18,58000,328,410,7,1,4,2,2,04502,1019518
2023HU0688762,2,122,21,1,1,1,3,0,328,0,0,6,4,1,2,04502,1019518
2023HU0688847,1,91,65,1,6,1,16,350,46,9130,7,6,4,1,2,04407,1019518
2023HU0688847,2,105,67,2,6,1,16,8000,46,5120,7,6,5,1,2,04407,1019518
2023HU0688848,1,78,48,1,9,1,19,168000,501,2600,1,1,1,1,1,04306,1019518
2023HU0688848,2,66,48,2,1,1,22,80000,501,1825,6,1,1,1,1,04306,1019518
2023HU0688848,3,60,10,2,9,1,7,0,501,0,0,0,1,5,1,04306,1019518
2023HU0688871,1,145,60,2,1,1,7,35000,283,3601,1,1,1,1,1,04401,1019518
2023HU0688871,2,149,65,1,1,1,15,28500,283,9142,6,1,5,1,2,04401,1019518
2023HU0688871,3,118,25,1,1,1,22,0,283,0,0,6,1,5,1,04401,1019518
2023HU0688871,4,155,22,2,1,1,21,24000,283,3640,1,6,1,5,1,04401,1019518
2023HU0688897,1,87,24,2,1,1,21,125000,501,845,1,1,1,5,1,04165,1019518
2023HU0688922,1,299,53,2,6,1,16,20000,501,4600,1,1,4,3,2,04410,1019518
2023HU0688922,2,261,25,2,6,1,22,90000,501,800,1,1,1,5,1,04410,1019518
2023HU0688932,1,214,44,1,1,1,21,150000,501,120,1,1,1,5,1,04310,1019518
2023HU0688933,1,36,71,1,2,1,16,82000,501,0,0,6,1,1,1,04501,1019518
2023HU0688933,2,31,76,2,2,1,12,17000,501,0,0,6,4,1,2,04501,1019518
2023HU0689073,1,105,37,1,6,1,22,401000,501,440,1,1,5,1,2,04107,1019518
2023HU0689073,2,94,39,2,6,1,21,0,501,0,0,6,5,1,2,04107,1019518
2023HU0689073,3,116,5,2,6,1,1,0,501,0,0,0,1,5,1,04107,1019518
2023HU0689073,4,76,3,1,6,1,1,0,501,0,0,0,1,5,1,04107,1019518
2023HU0689074,1,91,71,1,1,1,21,4500,411,0,0,6,1,1,1,04502,1019518
2023HU0689074,2,80,69,2,1,1,22,69000,411,0,0,6,1,1,1,04502,1019518
2023HU0689182,1,44,66,2,1,1,21,51000,358,0,0,6,1,5,1,04411,1019518
2023HU0689217,1,86,31,1,1,1,23,45200,501,2205,1,1,4,5,2,04407,1019518
2023HU0689217,2,75,66,1,1,1,23,65600,501,3010,1,1,4,3,2,04407,1019518
2023HU0689217,3,62,61,2,1,1,21,40000,501,2545,3,1,4,1,2,04407,1019518
2023HU0689312,1,201,31,2,9,17,21,61000,300,4521,1,1,5,5,2,04405,1019518
2023HU0689312,2,203,6,2,9,17,5,0,300,0,0,0,1,5,1,04405,1019518
2023HU0689312,3,231,2,1,9,17,0,0,300,0,0,0,1,5,1,04405,1019518
2023HU0689312,4,163,59,2,9,17,16,28000,300,4600,1,1,5,1,2,04405,1019518
2023HU0689444,1,95,77,2,1,1,24,42000,291,2752,6,1,1,1,1,04211,1019518
2023HU0689561,1,535,32,1,2,1,20,70040,457,4220,7,1,4,4,2,04204,1019518
2023HU0689736,1,73,61,1,6,1,16,18000,465,8300,1,1,5,1,2,04312,1019518
2023HU0689736,2,81,58,2,6,1,16,15000,465,8300,1,1,5,1,2,04312,1019518
2023HU0689736,3,47,26,2,6,1,22,75000,465,710,1,1,1,5,1,04312,1019518
2023HU0689779,1,102,86,1,2,1,16,34600,349,0,0,6,1,1,1,04212,1019518
2023HU0689779,2,124,84,2,2,1,21,28000,349,0,0,6,1,1,1,04212,1019518
2023HU0689781,1,252,66,2,8,3,15,11200,78,0,0,6,4,2,2,04502,1019518
2023HU0689936,1,104,56,2,6,1,22,90000,385,3255,1,1,4,1,2,04402,1019518
2023HU0689936,2,121,61,1,6,1,16,20000,385,3602,1,2,4,1,2,04402,1019518
2023HU0689936,3,78,25,1,6,1,22,0,385,3645,1,3,4,5,2,04402,1019518
2023HU0689936,4,71,19,2,6,1,16,9000,385,4220,1,1,1,5,1,04402,1019518
2023HU0690033,1,72,68,2,2,1,15,51000,501,3603,1,1,4,3,2,04414,1019518
2023HU0690033,2,115,30,1,2,1,23,47200,501,2545,2,1,1,5,1,04414,1019518
2023HU0690073,1,49,26,2,1,1,21,56000,366,735,1,1,1,5,1,04302,1019518
2023HU0690073,2,55,26,1,1,1,21,62000,405,2640,1,1,1,5,1,04302,1019518
2023HU0690118,1,374,34,2,6,1,21,150000,501,1220,1,1,1,5,1,04308,1019518
2023HU0690149,1,196,57,2,2,1,22,126000,501,3255,2,1,1,3,1,04305,1019518
2023HU0690272,1,236,29,2,1,1,21,600,3,4760,1,6,1,5,1,04107,1019518
2023HU0690280,1,131,42,1,6,1,16,24000,75,9142,2,1,4,1,2,04407,1019518
2023HU0690280,2,133,41,2,6,1,16,0,75,0,0,6,4,1,2,04407,1019518
2023HU0690280,3,136,10,2,6,1,8,0,75,0,0,0,1,5,1,04407,1019518
2023HU0690280,4,140,8,1,6,1,5,0,75,0,0,0,1,5,1,04407,1019518
2023HU0690280,5,103,67,2,6,1,16,3400,75,0,0,6,4,3,2,04407,1019518
2023HU0690459,1,177,66,1,1,1,22,1500,501,0,0,6,4,3,2,04210,1019518
2023HU0690459,2,119,63,1,1,1,13,125000,501,310,1,1,4,1,2,04210,1019518
2023HU0690459,3,119,58,1,1,1,19,50000,501,7315,1,1,1,1,1,04210,1019518
2023HU0690459,4,107,57,2,1,1,22,100000,501,800,1,1,1,1,1,04210,1019518
2023HU0690459,5,106,55,2,1,1,13,16300,501,3940,3,1,4,1,2,04210,1019518
2023HU0690511,1,204,32,1,1,1,19,42000,180,6442,1,1,4,5,2,04208,1019518
2023HU0690511,2,45,66,1,1,1,21,0,180,705,4,6,4,1,2,04208,1019518
2023HU0690511,3,51,62,2,1,1,21,0,180,5860,3,6,4,1,2,04208,1019518
2023HU0690534,1,63,95,1,1,1,15,16500,113,0,0,6,1,3,1,04311,1019518
2023HU0690534,2,67,95,2,1,1,15,40400,278,0,0,6,1,2,1,04311,1019518
2023HU0690637,1,205,55,1,1,1,21,200000,501,3323,1,1,1,5,1,04315,1019518
2023HU0690637,2,207,37,2,1,1,17,10000,63,9130,6,1,4,5,2,04315,1019518
2023HU0690637,3,306,17,2,1,1,14,0,501,0,0,6,1,5,1,04315,1019518
2023HU0690637,4,208,8,2,1,1,5,0,501,0,0,0,1,5,1,04315,1019518
2023HU0690682,1,106,53,1,6,3,9,6500,128,5120,1,2,1,1,1,04410,1019518
2023HU0690682,2,101,60,2,1,1,16,1000,128,0,0,6,5,1,2,04410,1019518
2023HU0690682,3,83,45,1,6,3,6,22700,128,3602,1,1,1,3,1,04410,1019518
2023HU0690682,4,107,55,1,1,1,21,278100,501,230,4,1,4,5,2,04410,1019518
2023HU0690694,1,60,37,1,6,1,21,97000,501,2145,1,1,1,1,1,04303,1019518
2023HU0690694,2,71,30,2,9,21,19,50000,501,2710,1,1,5,1,2,04303,1019518
2023HU0690757,1,132,60,2,2,1,21,38400,471,2014,1,1,5,4,2,04205,1019518
2023HU0690757,2,99,57,2,2,1,15,72000,471,3601,1,1,5,1,2,04205,1019518
2023HU0690757,3,163,24,2,2,1,16,0,471,0,0,6,5,5,2,04205,1019518
2023HU0690778,1,82,23,2,8,5,13,30000,221,3640,1,1,4,5,2,04211,1019518
2023HU0690778,2,62,11,1,8,5,9,0,221,0,0,0,4,5,2,04211,1019518
2023HU0690778,3,30,53,2,8,5,1,24000,221,4020,1,3,4,4,2,04211,1019518
2023HU0690779,1,69,36,2,8,5,22,61000,393,2310,3,1,1,5,1,04409,1019518
2023HU0690793,1,122,74,2,9,24,19,34600,241,0,0,6,1,2,1,04111,1019518
2023HU0690817,1,68,48,1,1,1,21,177000,501,6355,2,1,1,1,1,04306,1019518
2023HU0690817,2,73,45,2,1,1,22,420000,501,440,1,1,1,1,1,04306,1019518
2023HU0690847,1,50,51,2,1,1,23,800000,501,2100,1,1,1,3,1,04109,1019518
2023HU0690847,2,43,13,2,1,1,11,0,501,0,0,0,1,5,1,04109,1019518
2023HU0690888,1,139,95,2,1,1,19,69600,485,0,0,6,4,2,2,04108,1019518
2023HU0690913,1,90,87,1,6,1,10,2200,15,0,0,6,5,2,2,04103,1019518
2023HU0691041,1,158,69,2,6,1,16,334000,501,4230,6,6,4,3,2,04305,1019518
2023HU0691041,2,82,42,2,6,1,21,11000,501,4230,6,1,4,1,2,04305,1019518
2023HU0691041,3,66,15,1,6,1,12,0,501,0,0,0,1,5,1,04305,1019518
2023HU0691041,4,74,49,1,6,1,21,7000,501,4700,7,6,4,1,2,04305,1019518
2023HU0691072,1,91,27,2,8,5,19,64000,501,5410,3,1,1,5,1,04212,1019518
2023HU0691072,2,67,59,2,8,5,9,33000,501,8255,1,1,4,3,2,04212,1019518
2023HU0691072,3,132,22,1,8,5,21,50000,501,230,2,1,5,5,2,04212,1019518
2023HU0691244,1,53,25,2,9,5,21,134000,501,710,1,1,2,5,1,04111,1019518
2023HU0691277,1,265,45,1,9,11,19,27000,174,9142,6,1,4,5,2,04310,1019518
2023HU0691291,1,88,54,1,8,2,9,30000,171,5510,1,1,5,5,2,04402,1019518
2023HU0691291,2,85,45,2,8,2,9,0,0,0,0,6,5,5,2,04402,1019518
2023HU0691291,3,57,20,1,8,2,19,23000,171,6260,1,1,1,5,1,04402,1019518
2023HU0691291,4,66,18,1,8,2,16,0,171,0,0,6,1,5,1,04402,1019518
2023HU0691291,5,161,13,2,8,2,10,0,171,0,0,0,1,5,1,04402,1019518
2023HU0691400,1,209,72,2,6,1,21,12000,448,0,0,6,4,1,2,04303,1019518
2023HU0691400,2,178,55,1,6,1,16,70000,448,3601,1,1,5,1,2,04303,1019518
2023HU0691400,3,130,83,1,6,1,16,0,0,0,0,6,5,2,2,04303,1019518
2023HU0691444,1,102,79,2,2,1,18,0,0,0,0,6,1,5,1,04317,1019518
2023HU0691444,2,100,20,2,2,1,18,0,0,0,0,6,1,5,1,04317,1019518
2023HU0691444,3,116,18,2,2,1,15,0,0,0,0,6,1,5,1,04317,1019518
2023HU0691451,1,186,55,1,9,1,15,108000,501,5540,5,1,4,4,2,04208,1019518
2023HU0691451,2,78,39,1,1,1,21,49000,310,4220,4,1,1,1,1,04208,1019518
2023HU0691498,1,76,41,2,9,1,19,77000,491,5310,1,1,1,3,1,04409,1019518
2023HU0691508,1,43,72,1,2,1,22,95000,501,4220,5,1,4,1,2,04413,1019518
2023HU0691508,2,45,71,2,2,1,19,0,501,0,0,6,4,1,2,04413,1019518
2023HU0691519,1,77,35,2,1,1,21,89500,501,2205,3,1,1,5,1,04103,1019518
2023HU0691527,1,42,37,2,1,1,17,20000,127,4600,2,6,1,5,1,04503,1019518
2023HU0691583,1,242,73,2,1,1,16,60200,423,3601,1,1,4,2,2,04301,1019518
2023HU0691612,1,40,76,1,1,1,18,67500,406,0,0,6,1,1,1,04405,1019518
2023HU0691612,2,40,73,2,1,1,22,6300,406,0,0,6,1,1,1,04405,1019518
2023HU0691690,1,81,26,2,1,1,21,125000,501,705,1,1,1,5,1,04108,1019518
2023HU0691751,1,31,47,1,6,1,16,22000,147,9130,1,1,5,1,2,04307,1019518
2023HU0691751,2,29,43,2,6,1,16,20000,147,4700,1,1,4,1,2,04307,1019518
2023HU0691751,3,18,16,1,6,1,14,0,147,0,0,6,4,5,2,04307,1019518
2023HU0691751,4,25,71,2,6,1,1,4900,147,4030,1,6,5,4,2,04307,1019518
2023HU0691784,1,229,58,1,2,1,1,18800,214,3601,1,2,4,3,2,04205,1019518
2023HU0691784,2,204,29,1,2,1,20,30000,214,5510,1,1,4,1,2,04205,1019518
2023HU0691784,3,125,19,1,2,1,19,300,214,9620,2,6,4,5,2,04205,1019518
2023HU0691820,1,114,66,1,1,1,9,23000,240,4110,1,1,4,1,2,04401,1019518
2023HU0691820,2,110,60,2,1,1,12,23000,240,3601,1,1,4,1,2,04401,1019518
2023HU0691820,3,89,39,2,1,1,15,9400,240,0,0,6,1,5,1,04401,1019518
2023HU0691875,1,69,64,2,6,1,22,65000,501,440,2,1,4,1,2,04408,1019518
2023HU0691875,2,80,70,1,6,1,22,1300,501,9142,6,6,4,1,2,04408,1019518
2023HU0691875,3,49,31,2,6,1,21,133000,501,10,1,1,1,5,1,04408,1019518
2023HU0691988,1,340,52,2,6,1,16,7000,59,4521,1,1,4,1,2,04407,1019518
2023HU0691988,2,505,58,1,6,1,16,5000,59,4000,1,1,4,1,2,04407,1019518
2023HU0691990,1,119,51,1,2,1,22,240000,501,120,1,1,1,1,1,04304,1019518
2023HU0691990,2,93,40,1,1,1,22,770000,501,440,1,1,5,1,2,04304,1019518
2023HU0691999,1,115,53,2,8,5,18,16400,231,4230,1,1,4,1,2,04103,1019518
2023HU0691999,2,163,56,1,8,5,23,40000,231,4020,1,1,5,1,2,04103,1019518
2023HU0691999,3,191,17,2,8,5,13,0,231,0,0,6,4,5,2,04103,1019518
2023HU0692049,1,397,29,1,2,5,16,71000,483,9122,4,1,4,5,2,04209,1019518
2023HU0692049,2,222,28,2,2,5,20,60000,385,3645,1,1,4,5,2,04209,1019518
2023HU0692049,3,243,22,2,2,5,20,2000,483,5860,3,3,5,5,2,04209,1019518
2023HU0692049,4,152,46,2,2,5,13,40000,483,5860,1,1,5,5,2,04209,1019518
2023HU0692120,1,48,70,2,6,1,13,8400,501,0,0,6,4,1,2,04409,1019518
2023HU0692120,2,63,77,1,6,1,10,101500,501,710,7,1,4,1,2,04409,1019518
2023HU0692199,1,114,34,1,8,17,17,80000,406,20,1,1,1,5,1,04212,1019518
2023HU0692199,2,56,62,2,8,17,19,0,406,0,0,6,4,5,2,04212,1019518
2023HU0692208,1,77,43,2,1,1,22,40000,259,2710,7,1,1,5,1,04108,1019518
2023HU0692208,2,109,33,2,1,1,21,40000,259,725,7,1,5,5,2,04108,1019518
2023HU0692274,1,187,30,1,9,4,21,76000,501,5240,1,1,1,1,1,04112,1019518
2023HU0692274,2,104,32,1,1,1,22,120000,501,40,1,1,4,1,2,04112,1019518
2023HU0692303,1,245,79,2,9,5,9,13000,268,0,0,6,4,1,2,04112,1019518
2023HU0692303,2,416,84,1,9,5,9,13000,268,0,0,6,4,1,2,04112,1019518
2023HU0692303,3,579,43,2,9,5,22,70000,268,2002,2,1,1,1,1,04112,1019518
2023HU0692303,4,455,8,1,9,5,5,0,268,0,0,0,1,5,1,04112,1019518
2023HU0692303,5,530,6,2,9,5,3,0,268,0,0,0,1,5,1,04112,1019518
2023HU0692305,1,25,34,1,1,1,23,771000,501,710,1,1,5,1,2,04121,1019518
2023HU0692305,2,32,34,2,6,1,22,120000,501,710,1,1,1,1,1,04121,1019518
2023HU0692421,1,139,24,2,1,1,21,18500,118,2700,1,1,1,5,1,04112,1019518
2023HU0692421,2,137,25,1,1,1,21,11000,70,4110,1,2,1,5,1,04112,1019518
2023HU0692435,1,126,41,2,1,1,16,7100,45,5740,7,1,1,1,1,04301,1019518
2023HU0692435,2,116,43,1,1,1,16,20800,45,7540,6,1,1,1,1,04301,1019518
2023HU0692435,3,97,19,1,1,1,16,0,45,0,0,6,1,5,1,04301,1019518
2023HU0692435,4,101,19,1,1,1,16,0,45,0,0,6,1,5,1,04301,1019518
2023HU0692435,5,122,16,1,1,1,13,0,45,0,0,6,1,5,1,04301,1019518
2023HU0692435,6,116,14,2,1,1,11,0,45,0,0,0,1,5,1,04301,1019518
2023HU0692435,7,116,9,2,1,1,8,0,45,0,0,0,1,5,1,04301,1019518
2023HU0692435,8,116,9,2,1,1,5,0,45,0,0,0,1,5,1,04301,1019518
2023HU0692435,9,140,8,1,1,1,3,0,45,0,0,0,1,5,1,04301,1019518
2023HU0692435,10,143,3,1,1,1,1,0,45,0,0,0,1,5,1,04301,1019518
2023HU0692435,11,126,2,2,1,1,0,0,45,0,0,0,1,5,1,04301,1019518
2023HU0692436,1,69,63,2,1,1,22,70000,457,2830,1,1,1,3,1,04301,1019518
2023HU0692467,1,41,28,2,6,1,22,0,501,2545,1,6,5,1,2,04313,1019518
2023HU0692467,2,39,30,1,6,1,22,110550,501,1530,1,1,5,1,2,04313,1019518
2023HU0692546,1,118,47,2,1,1,19,63000,406,5120,2,1,4,3,2,04405,1019518
2023HU0692546,2,89,54,1,1,1,15,64000,413,6720,1,1,4,5,2,04405,1019518
2023HU0692556,1,123,39,2,1,1,21,18000,117,2740,2,1,3,3,1,04302,1019518
2023HU0692619,1,67,54,2,9,3,18,61000,501,5540,5,1,2,5,1,04212,1019518
2023HU0692619,2,53,52,1,9,3,18,94000,501,7315,1,1,2,3,1,04212,1019518
2023HU0692625,1,109,61,1,1,1,21,142000,501,520,1,1,1,3,1,04108,1019518
2023HU0692890,1,154,82,2,6,1,6,8400,58,0,0,6,4,2,2,04410,1019518
2023HU0693036,1,61,79,1,6,1,16,6000,217,0,0,6,4,1,2,04310,1019518
2023HU0693036,2,81,58,2,6,1,9,34000,217,8320,1,1,4,1,2,04310,1019518
2023HU0693101,1,69,42,2,1,1,21,195000,501,2640,1,1,5,1,2,04301,1019518
2023HU0693101,2,66,40,1,1,1,21,80000,501,4850,6,1,3,1,1,04301,1019518
2023HU0693101,3,76,4,2,1,1,2,0,501,0,0,0,1,5,1,04301,1019518
2023HU0693235,1,116,68,2,1,1,21,85500,501,2360,1,1,1,1,1,04108,1019518
2023HU0693235,2,107,65,1,1,1,18,70000,501,2710,6,1,1,1,1,04108,1019518
2023HU0693245,1,87,30,1,6,1,23,146000,501,3550,2,1,1,5,1,04401,1019518
2023HU0693245,2,94,29,2,6,1,22,70000,447,440,2,1,1,5,1,04401,1019518
2023HU0693260,1,224,34,2,2,1,22,20000,128,2205,4,1,1,5,1,04107,1019518
2023HU0693291,1,98,31,2,1,1,20,83000,501,2634,1,1,5,5,2,04313,1019518
2023HU0693473,1,77,68,2,1,1,18,34500,243,0,0,6,1,5,1,04407,1019518
2023HU0693501,1,148,24,1,6,1,16,36000,153,7200,1,1,5,5,2,04307,1019518
2023HU0693501,2,107,80,1,6,1,1,0,153,0,0,6,5,1,2,04307,1019518
2023HU0693501,3,106,76,2,6,1,9,0,153,0,0,6,5,1,2,04307,1019518
2023HU0693545,1,143,53,1,2,1,20,17000,267,5240,1,1,1,5,1,04303,1019518
2023HU0693545,2,122,20,2,2,10,18,20240,267,9760,1,1,1,5,1,04303,1019518
2023HU0693545,3,117,20,1,2,6,16,26000,267,4621,1,1,1,5,1,04303,1019518
2023HU0693570,1,121,48,2,6,1,21,13400,44,1050,1,1,5,4,2,04207,1019518
2023HU0693570,2,103,15,1,8,1,12,0,44,0,0,0,1,5,1,04207,1019518
2023HU0693570,3,65,12,1,8,1,9,0,44,0,0,0,1,5,1,04207,1019518
2023HU0693570,4,55,10,2,8,1,7,0,44,0,0,0,1,5,1,04207,1019518
2023HU0693580,1,25,54,2,6,1,22,100000,501,2310,3,1,5,5,2,04313,1019518
2023HU0693599,1,46,45,2,1,1,22,99000,501,420,3,1,1,5,1,04309,1019518
2023HU0693599,2,22,32,1,1,1,21,70000,451,7720,1,1,1,5,1,04309,1019518
2023HU0693623,1,65,56,2,8,5,21,25000,379,4600,1,1,4,1,2,04305,1019518
2023HU0693623,2,90,61,1,8,5,16,60000,379,7340,1,1,4,1,2,04305,1019518
2023HU0693623,3,58,27,1,8,5,16,23000,379,4000,1,1,1,5,1,04305,1019518
2023HU0693623,4,58,25,1,8,5,18,7600,379,9130,1,6,1,5,1,04305,1019518
2023HU0693699,1,68,66,1,1,1,16,12200,224,220,7,6,1,1,1,04414,1019518
2023HU0693699,2,91,68,2,1,1,16,13700,224,3500,1,6,1,1,1,04414,1019518
2023HU0693699,3,57,37,2,1,1,22,16400,224,0,0,6,1,1,1,04414,1019518
2023HU0693699,4,65,37,1,1,1,22,26900,224,3655,1,3,1,1,1,04414,1019518
2023HU0693719,1,94,73,1,2,1,21,175000,501,440,7,1,4,1,2,04413,1019518
2023HU0693719,2,98,74,2,2,1,21,62500,501,0,0,6,4,1,2,04413,1019518
2023HU0693719,3,94,47,1,2,1,22,150000,501,6355,7,1,4,3,2,04413,1019518
2023HU0693828,1,38,48,1,8,1,18,75000,501,9122,3,1,4,2,2,04413,1019518
2023HU0693828,2,35,24,1,8,1,18,65000,501,9122,3,1,1,5,1,04413,1019518
2023HU0693828,3,36,22,2,8,1,21,13000,501,2145,1,1,1,5,1,04413,1019518
2023HU0693978,1,273,50,2,6,1,20,25000,123,3645,1,2,5,3,2,04407,1019518
2023HU0693978,2,370,14,2,6,1,10,0,123,0,0,0,5,5,2,04407,1019518
2023HU0693978,3,193,54,2,6,1,16,60000,394,3630,1,1,5,3,2,04407,1019518
2023HU0693978,4,253,30,2,6,1,16,20000,131,4521,1,1,5,5,2,04407,1019518
2023HU0694010,1,349,48,2,8,16,20,24000,155,3601,1,1,5,5,2,04110,1019518
2023HU0694103,1,107,37,2,6,1,16,19000,98,3601,1,1,4,2,2,04412,1019518
2023HU0694103,2,86,17,1,6,1,14,0,98,0,0,6,4,5,2,04412,1019518
2023HU0694103,3,106,11,1,6,1,8,0,98,0,0,0,1,5,1,04412,1019518
2023HU0694103,4,67,26,2,6,1,23,22100,98,5740,1,1,5,1,2,04412,1019518
2023HU0694103,5,68,61,1,6,1,16,0,98,4600,1,6,5,1,2,04412,1019518
2023HU0694103,6,69,58,2,6,1,16,0,98,0,0,6,5,1,2,04412,1019518
2023HU0694243,1,78,29,1,9,1,22,125000,501,940,1,1,1,5,1,04108,1019518
2023HU0694612,1,70,82,2,1,5,7,31300,261,9620,1,6,4,3,2,04207,1019518
2023HU0694612,2,49,89,2,1,5,11,15800,261,0,0,6,4,3,2,04207,1019518
2023HU0694660,1,100,78,1,9,13,22,36000,267,10,7,6,4,1,2,04108,1019518
2023HU0694660,2,108,72,2,9,16,21,12000,267,0,0,6,4,1,2,04108,1019518
2023HU0694696,1,229,38,2,1,1,22,216100,501,3321,5,1,1,5,1,04108,1019518
2023HU0694743,1,64,79,1,2,1,18,26800,186,0,0,6,1,5,1,04501,1019518
2023HU0694762,1,199,56,1,6,1,16,41500,154,9350,1,1,4,1,2,04107,1019518
2023HU0694762,2,98,50,2,6,1,11,3500,154,3601,1,1,4,1,2,04107,1019518
2023HU0694762,3,61,21,1,6,1,19,3300,154,4110,1,6,1,5,1,04107,1019518
