SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2023GQ0000006,1,78,19,2,6,1,19,0,0,0,0,6,5,5,2,04109,1019518
2023GQ0000136,1,63,22,2,6,1,19,1500,0,4640,2,6,1,5,1,04165,1019518
2023GQ0000342,1,67,58,1,8,3,14,12100,78,0,0,6,1,5,1,04111,1019518
2023GQ0000376,1,4,35,1,8,17,15,25000,161,6260,6,3,3,4,1,04263,1019518
2023GQ0000418,1,14,45,1,1,1,23,31500,206,2040,2,1,1,5,1,04501,1019518
2023GQ0000439,1,14,75,1,2,1,16,0,0,0,0,6,1,5,1,04501,1019518
2023GQ0000484,1,72,34,1,8,3,12,5200,33,0,0,6,1,3,1,04165,1019518
2023GQ0000496,1,1,47,2,8,3,17,2260,14,0,0,6,1,5,1,04221,1019518
2023GQ0000539,1,10,56,1,2,1,16,16000,104,0,0,6,1,5,1,04408,1019518
2023GQ0000542,1,31,84,1,6,1,21,14700,0,0,0,6,1,1,1,04311,1019518
2023GQ0000543,1,2,91,2,1,1,18,0,0,0,0,6,1,5,1,04209,1019518
2023GQ0000596,1,34,24,2,6,1,19,6000,0,5400,1,1,5,5,2,04108,1019518
2023GQ0000597,1,60,83,1,2,1,16,17700,0,0,0,6,1,1,1,04108,1019518
2023GQ0000682,1,89,66,1,9,3,14,25000,176,4020,1,1,1,3,1,04165,1019518
2023GQ0000704,1,33,31,2,9,8,16,2200,14,0,0,6,5,5,2,04221,1019518
2023GQ0000706,1,38,88,2,1,1,21,10000,0,0,0,6,4,3,2,04313,1019518
2023GQ0000716,1,31,88,2,2,1,21,13000,0,0,0,6,1,2,1,04414,1019518
2023GQ0000737,1,11,18,1,1,1,19,0,0,0,0,6,1,5,1,04315,1019518
2023GQ0000772,1,25,78,1,2,1,16,12600,0,0,0,6,1,5,1,04414,1019518
2023GQ0000801,1,63,59,2,1,1,16,19300,123,0,0,6,1,4,1,04303,1019518
2023GQ0000952,1,77,85,2,2,1,14,0,0,0,0,6,5,5,2,04402,1019518
2023GQ0000971,1,13,54,2,9,1,1,0,0,0,0,6,1,5,1,04210,1019518
2023GQ0001020,1,33,26,2,9,17,9,5000,31,0,0,6,3,5,1,04316,1019518
2023GQ0001053,1,34,88,1,2,1,21,0,0,0,0,6,1,1,1,04406,1019518
2023GQ0001067,1,15,71,2,9,9,21,30200,213,5860,2,6,4,5,2,04165,1019518
2023GQ0001170,1,97,7,2,9,24,1,0,0,0,0,0,1,5,1,04103,1019518
2023GQ0001332,1,62,24,1,1,1,19,22900,0,4540,2,1,1,5,1,04111,1019518
2023GQ0001357,1,87,63,1,1,1,19,8600,0,0,0,6,1,5,1,04111,1019518
2023GQ0001391,1,67,88,1,2,1,21,0,0,0,0,6,1,1,1,04403,1019518
2023GQ0001396,1,30,18,1,2,1,18,4200,0,9645,1,1,1,5,1,04408,1019518
2023GQ0001401,1,48,20,1,1,1,19,0,0,9645,1,6,1,5,1,04103,1019518
2023GQ0001493,1,8,31,1,1,1,9,2500,15,0,0,6,1,5,1,04104,1019518
2023GQ0001639,1,31,72,2,1,1,19,0,0,0,0,6,4,3,2,04165,1019518
2023GQ0001640,1,10,49,1,2,1,13,19100,121,0,0,6,1,5,1,04112,1019518
2023GQ0001650,1,61,41,1,2,1,16,11800,75,0,0,6,1,5,1,04313,1019518
2023GQ0001749,1,126,19,2,6,1,18,0,0,0,0,6,5,5,2,04107,1019518
2023GQ0001750,1,101,29,1,9,16,16,7800,50,9130,1,1,5,1,2,04412,1019518
2023GQ0001761,1,23,55,2,2,1,22,0,0,4720,1,6,1,5,1,04402,1019518
2023GQ0001782,1,16,21,2,2,1,16,5000,31,9645,1,3,1,5,1,04263,1019518
2023GQ0001797,1,61,26,2,9,3,12,1400,9,4525,1,6,1,5,1,04305,1019518
2023GQ0001803,1,111,21,2,8,24,16,2000,0,2360,1,6,1,5,1,04121,1019518
2023GQ0001849,1,33,61,1,1,1,16,600,0,0,0,6,1,5,1,04501,1019518
2023GQ0001872,1,20,32,2,8,5,13,12700,80,0,0,6,5,5,2,04205,1019518
2023GQ0001885,1,27,28,2,9,2,16,1200,7,0,0,6,5,5,2,04403,1019518
2023GQ0001965,1,33,25,1,2,1,15,15600,100,7510,6,1,1,5,1,04107,1019518
2023GQ0001991,1,22,54,2,1,1,1,16700,106,0,0,6,1,5,1,04307,1019518
2023GQ0002010,1,50,8,2,8,2,5,0,0,0,0,0,5,5,2,04111,1019518
2023GQ0002030,1,49,15,2,9,3,11,0,0,0,0,0,1,5,1,04204,1019518
2023GQ0002082,1,18,72,1,1,1,20,0,0,0,0,6,1,2,1,04165,1019518
2023GQ0002150,1,56,18,1,1,1,19,2300,0,4622,1,6,1,5,1,04109,1019518
2023GQ0002190,1,16,43,2,2,1,19,25750,164,3421,1,3,1,3,1,04263,1019518
2023GQ0002287,1,10,20,1,1,1,16,0,0,0,0,6,1,2,1,04309,1019518
2023GQ0002311,1,42,86,2,1,1,16,7200,0,0,0,6,1,2,1,04502,1019518
2023GQ0002373,1,66,67,1,8,24,22,12500,0,0,0,6,1,5,1,04111,1019518
2023GQ0002389,1,59,36,1,1,17,21,100,0,4720,1,3,5,5,2,04414,1019518
2023GQ0002407,1,102,27,2,8,5,16,48800,308,3601,1,1,1,5,1,04263,1019518
2023GQ0002438,1,8,20,1,2,3,16,0,0,0,0,6,1,5,1,04301,1019518
2023GQ0002477,1,65,59,2,2,1,19,320,2,0,0,6,1,5,1,04204,1019518
2023GQ0002624,1,12,20,2,6,1,19,600,0,9620,4,1,1,5,1,04107,1019518
2023GQ0002680,1,81,24,2,1,3,15,0,0,0,0,6,1,5,1,04204,1019518
2023GQ0002701,1,70,19,1,1,1,16,11800,0,4150,1,1,1,5,1,04111,1019518
2023GQ0002744,1,9,45,2,2,3,16,12000,76,4000,1,6,1,5,1,04112,1019518
2023GQ0002884,1,13,34,2,1,1,18,16200,103,9920,9,3,1,5,1,04313,1019518
2023GQ0002949,1,45,18,1,6,1,18,2300,0,4622,1,6,5,5,2,04103,1019518
2023GQ0002994,1,35,33,1,2,1,18,1200,7,0,0,6,1,5,1,04112,1019518
2023GQ0003034,1,74,19,2,1,1,16,2700,0,3647,1,6,1,5,1,04263,1019518
2023GQ0003059,1,97,29,1,8,21,22,0,0,0,0,6,5,5,2,04312,1019518
2023GQ0003085,1,98,22,1,6,1,19,19000,0,1108,1,1,1,5,1,04263,1019518
2023GQ0003121,1,53,19,2,1,1,18,0,0,0,0,6,1,5,1,04121,1019518
2023GQ0003134,1,49,60,2,1,1,16,600,0,0,0,6,1,4,1,04501,1019518
2023GQ0003190,1,105,72,1,1,1,20,0,0,0,0,6,1,2,1,04110,1019518
2023GQ0003220,1,135,19,2,1,1,16,5000,0,4110,1,1,1,5,1,04121,1019518
2023GQ0003247,1,6,58,2,2,1,1,33200,217,0,0,6,1,5,1,04305,1019518
2023GQ0003434,1,63,32,1,2,1,12,0,0,0,0,6,1,5,1,04221,1019518
2023GQ0003453,1,10,37,2,9,1,13,3900,25,4110,1,1,5,1,2,04304,1019518
2023GQ0003522,1,57,77,1,6,1,16,0,0,0,0,6,4,5,2,04308,1019518
2023GQ0003529,1,12,17,1,1,1,13,0,0,0,0,6,1,5,1,04301,1019518
2023GQ0003577,1,44,82,1,9,24,7,19100,0,0,0,6,1,1,1,04313,1019518
2023GQ0003896,1,59,20,1,6,1,19,0,0,9645,1,6,1,5,1,04165,1019518
2023GQ0003902,1,68,28,2,1,1,21,0,0,0,0,6,5,5,2,04165,1019518
2023GQ0003944,1,39,59,2,2,1,16,5000,0,0,0,6,1,1,1,04318,1019518
2023GQ0003958,1,99,78,1,2,1,1,0,0,0,0,6,1,5,1,04204,1019518
2023GQ0004002,1,39,19,2,1,1,19,0,0,0,0,6,1,5,1,04302,1019518
2023GQ0004062,1,36,50,2,1,1,22,600,0,0,0,6,1,5,1,04501,1019518
2023GQ0004128,1,79,20,2,9,15,19,600,0,2545,1,6,5,5,2,04263,1019518
2023GQ0004229,1,53,64,1,1,1,16,0,0,4030,1,6,1,5,1,04311,1019518
2023GQ0004257,1,10,56,1,2,1,17,0,0,6220,1,6,1,4,1,04301,1019518
2023GQ0004265,1,57,38,1,2,1,16,6000,38,4900,6,3,1,5,1,04403,1019518
2023GQ0004271,1,53,87,2,1,1,16,7200,0,0,0,6,1,3,1,04315,1019518
2023GQ0004325,1,8,71,2,1,1,1,18000,124,0,0,6,1,5,1,04412,1019518
2023GQ0004336,1,24,15,2,6,1,11,0,0,0,0,0,5,5,2,04409,1019518
2023GQ0004351,1,78,27,2,8,3,12,5300,34,0,0,6,1,5,1,04205,1019518
2023GQ0004382,1,73,21,1,6,1,19,22900,0,4540,2,1,1,5,1,04104,1019518
2023GQ0004420,1,26,85,1,6,1,16,12000,0,0,0,6,1,1,1,04311,1019518
2023GQ0004558,1,61,19,2,6,1,18,0,0,0,0,6,1,5,1,04107,1019518
2023GQ0004579,1,6,33,1,1,1,17,16200,104,0,0,6,1,5,1,04318,1019518
2023GQ0004595,1,123,65,2,2,1,16,0,0,3601,6,6,5,5,2,04108,1019518
2023GQ0004657,1,86,20,1,9,21,11,12000,76,7260,1,1,5,5,2,04412,1019518
2023GQ0004663,1,10,74,1,1,1,16,19500,134,0,0,6,1,5,1,04306,1019518
2023GQ0004681,1,92,57,1,9,2,21,24000,153,4110,1,1,5,3,2,04205,1019518
2023GQ0004711,1,68,40,2,8,5,13,27600,175,4760,2,1,5,5,2,04221,1019518
2023GQ0004757,1,11,61,1,9,24,21,11600,73,0,0,6,4,3,2,04103,1019518
2023GQ0004809,1,29,54,2,9,2,4,5000,0,0,0,6,4,1,2,04407,1019518
2023GQ0004943,1,84,21,1,9,24,19,22900,0,4540,2,1,1,5,1,04103,1019518
2023GQ0004995,1,130,15,2,9,3,11,0,0,0,0,0,1,5,1,04210,1019518
2023GQ0005066,1,28,30,1,8,21,16,0,0,0,0,6,5,5,2,04221,1019518
2023GQ0005103,1,49,19,1,1,21,19,320,0,5850,4,1,1,5,1,04210,1019518
2023GQ0005116,1,51,39,1,2,1,17,16200,102,0,0,6,1,5,1,04110,1019518
2023GQ0005130,1,36,24,1,6,1,21,22900,0,4540,2,1,5,5,2,04112,1019518
2023GQ0005266,1,23,86,2,1,1,16,41800,0,0,0,6,4,2,2,04107,1019518
2023GQ0005317,1,41,29,1,9,16,16,7800,50,9130,1,1,5,1,2,04407,1019518
2023GQ0005322,1,52,21,1,1,1,19,0,0,0,0,6,1,5,1,04111,1019518
2023GQ0005328,1,71,39,2,2,1,19,11500,73,3640,1,6,4,1,2,04205,1019518
2023GQ0005347,1,46,45,1,9,8,16,2200,14,9920,9,3,5,5,2,04205,1019518
2023GQ0005362,1,57,18,2,6,1,19,0,0,9920,9,3,5,5,2,04103,1019518
2023GQ0005367,1,71,83,1,2,1,10,0,0,0,0,6,4,3,2,04212,1019518
2023GQ0005425,1,71,56,2,1,1,1,19100,123,0,0,6,1,5,1,04111,1019518
2023GQ0005471,1,51,65,2,2,1,18,17000,0,0,0,6,4,5,2,04407,1019518
2023GQ0005482,1,42,95,2,1,1,11,0,0,0,0,6,4,2,2,04401,1019518
2023GQ0005632,1,13,21,2,9,24,19,2000,0,5240,1,6,1,5,1,04208,1019518
2023GQ0005650,1,73,35,1,2,1,16,0,0,0,0,6,1,5,1,04208,1019518
2023GQ0005668,1,71,43,1,1,24,13,0,0,0,0,6,1,5,1,04307,1019518
2023GQ0005670,1,29,18,2,1,1,19,0,0,0,0,6,1,5,1,04103,1019518
2023GQ0005692,1,30,47,2,8,24,14,0,0,0,0,6,1,1,1,04503,1019518
2023GQ0005768,1,75,59,1,9,24,6,0,0,0,0,6,1,5,1,04104,1019518
2023GQ0005891,1,59,19,2,1,1,19,3900,0,4720,1,3,1,5,1,04109,1019518
2023GQ0005892,1,92,46,1,8,3,17,0,0,9920,9,3,2,3,1,04110,1019518
2023GQ0005939,1,23,20,1,2,3,19,0,0,0,0,6,2,5,1,04401,1019518
2023GQ0005993,1,55,64,1,2,3,16,8200,0,0,0,6,2,5,1,04404,1019518
2023GQ0006043,1,56,28,2,6,1,21,17300,0,3655,1,1,5,5,2,04165,1019518
2023GQ0006048,1,22,59,2,2,1,1,0,0,0,0,6,1,5,1,04211,1019518
2023GQ0006050,1,20,82,2,1,1,11,24400,170,0,0,6,4,2,2,04310,1019518
2023GQ0006068,1,57,11,1,2,5,7,0,0,0,0,0,5,5,2,04401,1019518
2023GQ0006118,1,66,61,1,1,1,16,0,0,0,0,6,5,3,2,04310,1019518
2023GQ0006187,1,8,31,2,2,1,18,260,1,0,0,6,5,5,2,04414,1019518
2023GQ0006193,1,8,35,1,2,1,1,16200,104,0,0,6,1,5,1,04211,1019518
2023GQ0006207,1,9,38,2,8,5,20,0,0,0,0,6,5,5,2,04306,1019518
2023GQ0006210,1,9,52,1,9,5,16,0,0,0,0,6,5,1,2,04208,1019518
2023GQ0006331,1,70,32,1,2,1,19,2500,16,3603,1,6,1,5,1,04501,1019518
2023GQ0006406,1,31,22,2,9,1,19,12000,0,4110,1,1,1,5,1,04109,1019518
2023GQ0006442,1,85,56,1,2,1,19,22600,146,0,0,6,1,4,1,04402,1019518
2023GQ0006544,1,13,51,1,9,3,15,16200,103,0,0,6,1,5,1,04210,1019518
2023GQ0006550,1,27,21,1,1,1,21,10000,0,5000,1,1,1,5,1,04210,1019518
2023GQ0006581,1,78,25,2,8,21,19,11000,72,6260,1,1,5,5,2,04414,1019518
2023GQ0006585,1,85,52,1,1,1,16,11000,70,0,0,6,1,5,1,04108,1019518
2023GQ0006616,1,4,19,1,9,4,20,0,0,6050,1,6,2,5,1,04103,1019518
2023GQ0006741,1,13,33,1,1,1,17,16200,104,0,0,6,1,5,1,04317,1019518
2023GQ0006840,1,25,95,2,1,1,16,11900,0,0,0,6,1,2,1,04407,1019518
2023GQ0006871,1,86,63,1,6,1,19,65000,424,230,2,1,4,1,2,04312,1019518
2023GQ0006967,1,5,64,2,9,24,17,0,0,0,0,6,1,5,1,04301,1019518
2023GQ0007025,1,33,33,1,2,1,17,13200,84,8225,1,3,5,4,2,04204,1019518
2023GQ0007125,1,8,51,1,1,1,17,22800,149,0,0,6,1,5,1,04318,1019518
2023GQ0007134,1,42,61,2,1,1,12,10200,67,0,0,6,1,5,1,04315,1019518
2023GQ0007150,1,97,38,1,2,4,17,19100,123,5510,2,6,5,3,2,04412,1019518
2023GQ0007155,1,27,21,2,1,1,19,0,0,2545,4,3,1,5,1,04109,1019518
2023GQ0007186,1,131,31,1,2,1,16,5400,34,0,0,6,1,1,1,04112,1019518
2023GQ0007216,1,8,33,2,2,1,16,28500,180,4055,1,1,4,5,2,04263,1019518
2023GQ0007245,1,64,95,2,2,1,12,0,0,0,0,6,4,5,2,04204,1019518
2023GQ0007346,1,9,25,1,1,1,17,29700,191,4020,2,1,1,5,1,04309,1019518
2023GQ0007452,1,66,21,2,1,1,19,0,0,2545,4,3,1,5,1,04165,1019518
2023GQ0007479,1,78,19,2,6,1,18,0,0,0,0,6,1,5,1,04165,1019518
2023GQ0007571,1,9,3,1,8,16,2,0,0,0,0,0,5,5,2,04308,1019518
2023GQ0007623,1,77,67,2,1,1,1,0,0,0,0,6,1,5,1,04209,1019518
2023GQ0007708,1,131,30,2,2,1,15,13900,88,310,1,6,1,5,1,04405,1019518
2023GQ0007838,1,79,39,2,8,5,12,11200,71,0,0,6,5,1,2,04204,1019518
2023GQ0007850,1,65,55,1,8,5,20,11600,75,0,0,6,1,1,1,04103,1019518
2023GQ0007909,1,76,3,1,8,21,1,0,0,0,0,0,5,5,2,04309,1019518
2023GQ0007933,1,86,19,1,6,1,19,2300,0,4622,1,6,5,5,2,04165,1019518
2023GQ0007935,1,3,54,2,9,1,1,0,0,0,0,6,1,5,1,04210,1019518
2023GQ0008052,1,71,20,1,1,24,19,5000,0,4622,2,1,1,5,1,04165,1019518
2023GQ0008084,1,50,95,2,2,1,21,16100,0,0,0,6,1,2,1,04408,1019518
2023GQ0008137,1,58,77,2,1,1,16,10800,0,0,0,6,1,2,1,04414,1019518
2023GQ0008151,1,12,59,2,1,1,13,1900,12,0,0,6,1,5,1,04502,1019518
2023GQ0008259,1,70,18,1,1,1,16,0,0,4030,1,6,1,5,1,04165,1019518
2023GQ0008321,1,68,28,1,2,1,14,0,0,0,0,6,1,5,1,04211,1019518
2023GQ0008353,1,51,1,2,1,24,0,0,0,0,0,0,1,5,1,04412,1019518
2023GQ0008359,1,73,25,1,6,1,21,69000,0,2310,2,1,5,4,2,04109,1019518
2023GQ0008369,1,85,61,1,2,1,21,24000,156,4110,1,1,1,5,1,04103,1019518
2023GQ0008490,1,74,18,2,1,1,16,2000,0,4760,3,6,1,5,1,04263,1019518
2023GQ0008572,1,95,43,2,9,16,16,25000,159,4230,6,1,5,5,2,04304,1019518
2023GQ0008623,1,66,28,2,1,1,21,20000,0,3655,1,6,1,5,1,04165,1019518
2023GQ0008695,1,41,19,1,2,10,19,12700,0,4130,1,1,1,5,1,04502,1019518
2023GQ0008820,1,10,21,1,1,1,19,0,0,0,0,6,1,5,1,04315,1019518
2023GQ0008827,1,23,67,2,9,24,16,0,0,0,0,6,2,2,1,04211,1019518
2023GQ0008943,1,61,20,1,1,1,19,0,0,0,0,6,1,5,1,04317,1019518
2023GQ0008947,1,37,82,2,1,1,21,1800,0,0,0,6,4,2,2,04313,1019518
2023GQ0008968,1,73,19,1,6,1,16,27000,0,4110,1,1,1,5,1,04121,1019518
2023GQ0009189,1,17,42,1,1,1,21,14300,90,6520,1,3,1,5,1,04103,1019518
2023GQ0009209,1,51,77,2,2,1,12,0,0,0,0,6,1,5,1,04205,1019518
2023GQ0009218,1,55,69,1,2,1,21,0,0,0,0,6,1,5,1,04207,1019518
2023GQ0009227,1,59,33,2,2,1,18,0,0,8800,1,6,1,5,1,04221,1019518
2023GQ0009228,1,60,21,1,1,1,19,0,0,0,0,6,1,5,1,04111,1019518
2023GQ0009232,1,77,33,1,8,2,15,18400,117,4030,1,6,1,5,1,04401,1019518
2023GQ0009236,1,6,71,2,9,9,21,30200,213,5860,2,6,4,5,2,04121,1019518
2023GQ0009243,1,15,30,1,1,1,17,4300,0,0,0,6,1,5,1,04305,1019518
2023GQ0009285,1,81,37,1,9,21,16,300,1,9920,9,3,5,1,2,04221,1019518
2023GQ0009337,1,15,52,1,9,5,11,19300,123,0,0,6,4,5,2,04212,1019518
2023GQ0009338,1,54,22,1,2,3,19,5600,0,2350,1,1,1,5,1,04208,1019518
2023GQ0009358,1,71,21,1,6,1,19,22900,0,4540,2,1,1,5,1,04109,1019518
2023GQ0009453,1,10,48,1,1,1,15,23900,157,0,0,6,1,5,1,04314,1019518
2023GQ0009461,1,53,31,2,2,1,16,15000,95,3601,1,2,4,5,2,04205,1019518
2023GQ0009463,1,96,20,2,1,1,19,0,0,0,0,6,5,5,2,04208,1019518
2023GQ0009491,1,14,30,1,6,1,21,1000,0,2545,4,1,1,5,1,04111,1019518
2023GQ0009528,1,50,85,2,2,1,16,11200,0,0,0,6,1,5,1,04302,1019518
2023GQ0009575,1,15,61,2,8,24,16,0,0,0,0,6,1,5,1,04207,1019518
2023GQ0009643,1,5,55,2,1,1,1,0,0,0,0,6,1,5,1,04210,1019518
2023GQ0009861,1,58,21,2,9,24,18,0,0,0,0,6,1,5,1,04121,1019518
2023GQ0009882,1,13,20,1,1,1,19,2000,0,2910,1,1,1,5,1,04263,1019518
2023GQ0010029,1,134,20,2,1,1,19,0,0,3421,1,6,1,5,1,04121,1019518
2023GQ0010113,1,21,19,2,1,1,19,3000,0,4622,1,1,1,5,1,04263,1019518
2023GQ0010115,1,3,29,1,8,3,19,0,0,3930,3,6,1,5,1,04104,1019518
2023GQ0010122,1,80,32,1,2,1,19,2500,16,3603,1,6,1,5,1,04501,1019518
2023GQ0010161,1,23,28,2,8,3,15,3400,22,9920,9,3,1,5,1,04263,1019518
2023GQ0010206,1,58,67,2,9,3,21,15120,0,2310,3,6,1,5,1,04263,1019518
2023GQ0010214,1,56,19,2,1,1,18,5000,0,4110,1,1,1,5,1,04121,1019518
2023GQ0010240,1,108,22,1,1,1,19,22900,0,4540,2,1,4,5,2,04109,1019518
2023GQ0010258,1,51,49,2,6,1,16,14600,93,4020,1,1,5,5,2,04303,1019518
2023GQ0010301,1,91,66,1,9,3,17,25000,176,4020,1,1,1,3,1,04316,1019518
2023GQ0010332,1,18,51,2,1,1,16,760,4,0,0,6,4,5,2,04104,1019518
2023GQ0010362,1,43,44,2,9,24,19,22900,0,0,0,6,1,3,1,04401,1019518
2023GQ0010419,1,36,60,1,1,1,19,0,0,0,0,6,1,5,1,04303,1019518
2023GQ0010488,1,61,18,1,2,1,16,0,0,0,0,6,1,5,1,04207,1019518
2023GQ0010519,1,31,21,1,6,1,19,22900,0,4540,2,1,1,5,1,04109,1019518
2023GQ0010528,1,47,74,1,1,1,16,19500,134,0,0,6,1,5,1,04208,1019518
2023GQ0010557,1,59,18,2,6,1,18,0,0,0,0,6,1,5,1,04121,1019518
2023GQ0010612,1,29,40,2,2,1,16,0,0,0,0,6,1,5,1,04407,1019518
2023GQ0010617,1,26,24,2,1,1,21,11500,0,3602,1,6,1,5,1,04302,1019518
2023GQ0010626,1,55,21,1,1,1,19,5000,0,4622,2,1,1,5,1,04109,1019518
2023GQ0010672,1,5,44,2,2,1,17,15100,99,0,0,6,1,5,1,04301,1019518
2023GQ0010708,1,89,21,2,1,1,19,1500,0,4640,2,6,1,5,1,04165,1019518
2023GQ0010811,1,39,55,1,8,3,13,0,0,4220,1,6,1,5,1,04221,1019518
2023GQ0010829,1,98,48,1,1,24,16,22400,144,4020,1,1,1,5,1,04309,1019518
2023GQ0010852,1,60,10,2,9,3,7,0,0,0,0,0,1,5,1,04221,1019518
2023GQ0010869,1,5,49,1,8,1,17,0,0,0,0,6,3,1,1,04310,1019518
2023GQ0010885,1,18,11,1,2,5,7,0,0,0,0,0,5,5,2,04412,1019518
2023GQ0010917,1,55,75,1,9,24,8,19400,0,0,0,6,1,1,1,04313,1019518
2023GQ0010962,1,11,52,1,2,3,13,19100,121,0,0,6,1,5,1,04103,1019518
2023GQ0010970,1,66,28,2,1,1,22,20000,0,3655,1,6,5,5,2,04165,1019518
2023GQ0011011,1,48,25,1,1,5,19,5000,0,9300,1,1,1,5,1,04210,1019518
2023GQ0011025,1,107,0,2,2,1,0,0,0,0,0,0,1,5,1,04414,1019518
2023GQ0011058,1,25,69,1,2,1,16,0,0,0,0,6,1,5,1,04411,1019518
2023GQ0011092,1,89,76,2,1,1,19,16000,114,0,0,6,1,2,1,04502,1019518
2023GQ0011130,1,74,19,2,9,24,19,3600,0,2360,1,3,1,5,1,04109,1019518
2023GQ0011196,1,16,87,2,1,1,17,59000,407,0,0,6,1,2,1,04302,1019518
2023GQ0011207,1,94,58,1,8,3,1,0,0,0,0,6,1,5,1,04263,1019518
2023GQ0011223,1,99,32,1,2,1,19,2500,16,3603,1,6,1,5,1,04309,1019518
2023GQ0011240,1,90,19,2,1,1,19,3900,0,4720,1,3,1,5,1,04165,1019518
2023GQ0011350,1,53,18,1,1,1,18,0,0,0,0,6,1,5,1,04121,1019518
2023GQ0011357,1,74,15,2,9,3,11,0,0,0,0,0,1,5,1,04204,1019518
2023GQ0011376,1,6,24,2,9,2,16,2900,18,0,0,6,5,5,2,04412,1019518
2023GQ0011392,1,86,38,2,8,8,9,6500,42,0,0,6,5,4,2,04205,1019518
2023GQ0011416,1,60,19,2,1,1,19,6000,0,4720,1,6,1,5,1,04108,1019518
2023GQ0011424,1,38,33,2,9,8,15,2400,15,0,0,6,5,5,2,04209,1019518
2023GQ0011497,1,4,24,2,1,1,21,600,0,9620,4,1,5,5,2,04109,1019518
2023GQ0011546,1,54,17,2,9,3,14,0,0,0,0,6,1,5,1,04263,1019518
2023GQ0011553,1,20,32,1,1,1,21,26600,172,0,0,6,1,5,1,04413,1019518
2023GQ0011612,1,5,15,1,8,24,12,0,0,0,0,0,1,5,1,04212,1019518
2023GQ0011626,1,65,19,2,1,1,18,4750,0,4600,6,6,1,5,1,04302,1019518
2023GQ0011661,1,170,24,1,1,1,19,49000,0,3401,1,6,1,5,1,04408,1019518
2023GQ0011764,1,42,36,2,9,8,16,2400,15,0,0,6,5,5,2,04208,1019518
2023GQ0011783,1,82,68,1,1,1,21,0,0,0,0,6,1,5,1,04404,1019518
2023GQ0011843,1,74,28,2,9,8,12,18200,118,3601,1,1,5,5,2,04221,1019518
2023GQ0011889,1,7,38,1,2,1,15,16200,103,0,0,6,1,5,1,04204,1019518
2023GQ0012024,1,43,20,1,9,16,14,0,0,0,0,6,5,5,2,04112,1019518
2023GQ0012096,1,31,71,2,9,9,21,30200,213,5860,2,6,4,5,2,04312,1019518
2023GQ0012118,1,20,19,1,1,1,18,5000,0,1900,2,6,1,5,1,04263,1019518
2023GQ0012124,1,7,39,1,1,1,16,12400,80,0,0,6,1,5,1,04312,1019518
2023GQ0012145,1,6,45,1,9,23,22,31500,206,2040,2,1,5,5,2,04310,1019518
2023GQ0012264,1,42,90,2,1,1,16,7200,0,0,0,6,1,2,1,04502,1019518
2023GQ0012272,1,38,20,1,2,3,19,0,0,0,0,6,2,5,1,04408,1019518
2023GQ0012278,1,20,37,2,8,3,1,17100,109,0,0,6,1,5,1,04209,1019518
2023GQ0012318,1,8,62,1,2,1,1,19300,125,0,0,6,4,5,2,04409,1019518
2023GQ0012332,1,46,91,2,1,1,16,26400,0,0,0,6,4,2,2,04313,1019518
2023GQ0012352,1,23,63,1,2,1,16,11000,0,0,0,6,1,2,1,04414,1019518
2023GQ0012418,1,49,88,2,8,24,16,20500,0,0,0,6,1,2,1,04111,1019518
2023GQ0012449,1,65,5,1,2,1,1,0,0,0,0,0,1,5,1,04221,1019518
2023GQ0012464,1,38,55,1,1,1,13,2200,14,0,0,6,1,5,1,04501,1019518
2023GQ0012561,1,62,84,2,2,1,16,11200,0,0,0,6,1,5,1,04313,1019518
2023GQ0012603,1,44,27,2,2,1,15,0,0,4230,1,3,1,5,1,04263,1019518
2023GQ0012662,1,27,22,2,6,1,19,5000,0,1970,2,6,1,5,1,04109,1019518
2023GQ0012708,1,18,84,2,1,1,16,24000,0,0,0,6,1,3,1,04310,1019518
2023GQ0012712,1,132,65,1,8,24,14,12100,83,4251,3,6,4,4,2,04109,1019518
2023GQ0012768,1,8,46,2,2,1,19,1100,6,0,0,6,5,5,2,04263,1019518
2023GQ0012809,1,44,72,2,2,1,15,12000,0,0,0,6,1,5,1,04305,1019518
2023GQ0012883,1,5,77,1,1,1,24,36400,251,0,0,6,1,5,1,04121,1019518
2023GQ0012923,1,64,30,1,1,1,17,4300,0,0,0,6,1,5,1,04502,1019518
2023GQ0012956,1,26,73,1,4,1,16,19800,137,0,0,6,5,3,2,04209,1019518
2023GQ0012994,1,20,76,2,1,1,16,24000,0,0,0,6,1,3,1,04310,1019518
2023GQ0013002,1,87,41,1,1,1,16,0,0,0,0,6,1,5,1,04221,1019518
2023GQ0013004,1,46,18,1,6,1,18,0,0,4030,1,6,5,5,2,04103,1019518
2023GQ0013090,1,26,74,2,2,1,16,7900,0,0,0,6,1,5,1,04414,1019518
2023GQ0013132,1,58,91,2,1,1,21,26400,0,0,0,6,4,2,2,04314,1019518
2023GQ0013138,1,49,39,2,8,5,12,11200,71,0,0,6,5,1,2,04204,1019518
2023GQ0013142,1,56,24,2,8,24,15,0,0,5310,1,3,1,5,1,04165,1019518
2023GQ0013163,1,28,84,2,8,3,14,11000,0,0,0,6,2,5,1,04414,1019518
