SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2023GQ0000083,1,48,19,2,1,1,19,0,0,0,0,6,1,5,1,03780,1019518
2023GQ0000125,1,28,28,1,9,2,19,65000,415,4760,1,6,1,5,1,03754,1019518
2023GQ0000152,1,32,20,2,2,1,19,3500,0,4640,1,6,1,5,1,03776,1019518
2023GQ0000209,1,6,34,1,1,1,15,0,0,0,0,6,1,5,1,03716,1019518
2023GQ0000225,1,16,85,2,8,2,16,0,0,0,0,6,4,2,2,03741,1019518
2023GQ0000287,1,17,79,1,8,2,9,15200,108,0,0,6,1,5,1,03766,1019518
2023GQ0000303,1,80,60,2,2,1,20,360,0,0,0,6,1,5,1,03781,1019518
2023GQ0000360,1,18,90,2,6,1,20,9700,0,0,0,6,4,5,2,03735,1019518
2023GQ0000381,1,80,31,1,9,24,16,12000,0,0,0,6,1,5,1,03764,1019518
2023GQ0000453,1,163,35,2,1,1,16,34700,225,2060,2,1,1,5,1,03732,1019518
2023GQ0000475,1,11,28,1,1,24,17,0,0,9920,9,3,1,5,1,03779,1019518
2023GQ0000478,1,46,61,1,9,2,19,12000,0,6260,6,6,5,5,2,03744,1019518
2023GQ0000563,1,30,56,1,1,1,13,0,0,0,0,6,1,5,1,03766,1019518
2023GQ0000613,1,48,75,1,1,1,14,30000,205,0,0,6,1,5,1,03782,1019518
2023GQ0000624,1,52,59,2,1,1,16,17100,0,0,0,6,1,3,1,03754,1019518
2023GQ0000650,1,74,72,1,1,1,13,0,0,0,0,6,1,2,1,03746,1019518
2023GQ0000665,1,12,22,1,6,1,21,20000,0,1555,1,1,1,5,1,03734,1019518
2023GQ0000691,1,15,73,2,1,1,22,6000,0,0,0,6,1,3,1,03719,1019518
2023GQ0000735,1,98,35,2,8,2,19,80000,501,3870,4,1,1,1,1,03753,1019518
2023GQ0000805,1,65,39,1,8,2,16,0,0,0,0,6,1,5,1,03752,1019518
2023GQ0000817,1,38,41,2,9,2,19,13600,87,0,0,6,1,5,1,03736,1019518
2023GQ0000841,1,17,47,2,8,2,14,0,0,0,0,6,5,5,2,03722,1019518
2023GQ0000859,1,26,78,2,6,1,21,12000,0,0,0,6,4,2,2,03738,1019518
2023GQ0000922,1,74,19,2,6,1,19,0,0,0,0,6,3,5,1,03776,1019518
2023GQ0000965,1,17,39,2,1,1,16,18700,119,5240,1,1,1,5,1,03723,1019518
2023GQ0000973,1,55,18,2,6,1,19,1500,0,5240,1,6,5,5,2,03776,1019518
2023GQ0000992,1,108,89,2,2,1,17,11200,77,0,0,6,1,5,1,03763,1019518
2023GQ0001049,1,12,56,2,2,1,19,26000,165,2545,1,6,1,2,1,03758,1019518
2023GQ0001051,1,55,19,1,1,2,16,2000,0,3960,1,6,1,5,1,03746,1019518
2023GQ0001065,1,70,29,1,8,24,18,38000,0,1970,4,1,1,5,1,03711,1019518
2023GQ0001073,1,62,21,1,1,2,19,0,0,4720,1,6,1,5,1,03711,1019518
2023GQ0001077,1,9,94,1,2,1,16,3000,0,0,0,6,1,5,1,03761,1019518
2023GQ0001163,1,36,28,1,9,2,21,34300,0,7340,1,1,1,1,1,03710,1019518
2023GQ0001174,1,50,27,2,1,1,21,0,0,3520,1,3,4,5,2,03712,1019518
2023GQ0001194,1,68,81,2,6,1,16,16800,115,0,0,6,1,2,1,03767,1019518
2023GQ0001256,1,11,21,2,1,1,20,6500,0,2205,2,6,1,5,1,03711,1019518
2023GQ0001287,1,49,69,2,3,1,16,14500,99,0,0,6,1,1,1,03763,1019518
2023GQ0001295,1,62,89,2,6,1,16,10800,0,0,0,6,4,2,2,03730,1019518
2023GQ0001301,1,76,18,1,6,1,19,0,0,0,0,6,1,5,1,03776,1019518
2023GQ0001326,1,5,41,1,9,2,19,0,0,0,0,6,1,1,1,03772,1019518
2023GQ0001371,1,25,65,1,1,1,18,0,0,0,0,6,1,5,1,03724,1019518
2023GQ0001392,1,112,19,2,8,16,19,0,0,0,0,6,1,5,1,03746,1019518
2023GQ0001443,1,17,19,2,1,1,19,2500,0,2360,2,6,1,5,1,03711,1019518
2023GQ0001478,1,55,68,1,8,2,20,27700,0,0,0,6,1,3,1,03711,1019518
2023GQ0001487,1,38,19,2,1,1,19,0,0,0,0,6,1,5,1,03776,1019518
2023GQ0001504,1,11,52,2,1,1,15,18400,0,0,0,6,1,5,1,03735,1019518
2023GQ0001534,1,65,44,1,1,1,17,3000,18,0,0,6,5,1,2,03768,1019518
2023GQ0001547,1,73,35,1,1,1,14,0,0,0,0,6,1,5,1,03763,1019518
2023GQ0001555,1,37,19,2,1,24,19,0,0,0,0,6,1,5,1,03779,1019518
2023GQ0001559,1,5,20,1,1,1,19,0,0,3960,1,6,1,5,1,03776,1019518
2023GQ0001586,1,14,23,1,6,1,19,0,0,0,0,6,3,5,1,03776,1019518
2023GQ0001601,1,40,53,2,8,24,14,0,0,0,0,6,1,5,1,03708,1019518
2023GQ0001643,1,62,21,2,1,1,19,6000,0,2435,2,1,1,5,1,03770,1019518
2023GQ0001651,1,13,76,1,1,1,16,0,0,0,0,6,4,5,2,03719,1019518
2023GQ0001659,1,8,94,2,1,1,16,17600,123,0,0,6,1,2,1,03717,1019518
2023GQ0001719,1,8,88,2,2,1,17,13800,95,0,0,6,1,5,1,03753,1019518
2023GQ0001746,1,9,31,2,6,1,20,109350,501,3255,1,1,4,5,2,03758,1019518
2023GQ0001747,1,164,84,2,8,2,1,2200,15,0,0,6,5,5,2,03705,1019518
2023GQ0001783,1,107,20,2,6,1,20,0,0,0,0,6,1,5,1,03776,1019518
2023GQ0001825,1,58,20,1,6,1,18,0,0,0,0,6,5,5,2,03748,1019518
2023GQ0001839,1,289,32,1,6,1,11,0,0,0,0,6,4,5,2,03772,1019518
2023GQ0001900,1,13,49,1,1,1,16,2000,13,9620,3,1,1,3,1,03742,1019518
2023GQ0001973,1,22,41,1,9,2,1,0,0,0,0,6,5,5,2,03703,1019518
2023GQ0002103,1,50,21,1,9,1,16,6500,0,1021,1,6,1,5,1,03711,1019518
2023GQ0002137,1,72,19,1,6,1,18,3000,0,2555,2,1,1,5,1,03776,1019518
2023GQ0002215,1,281,31,1,9,2,17,0,0,0,0,6,1,5,1,03772,1019518
2023GQ0002351,1,7,84,2,8,24,14,25300,0,0,0,6,1,2,1,03710,1019518
2023GQ0002390,1,62,29,1,8,24,18,38000,0,1970,4,1,1,5,1,03746,1019518
2023GQ0002413,1,21,88,2,8,2,1,0,0,0,0,6,1,2,1,03782,1019518
2023GQ0002431,1,15,63,2,2,1,22,0,0,0,0,6,5,3,2,03758,1019518
2023GQ0002488,1,1,13,2,8,2,10,0,0,0,0,0,1,5,1,03722,1019518
2023GQ0002519,1,12,22,1,9,1,16,13050,0,2350,2,2,5,5,2,03711,1019518
2023GQ0002545,1,22,21,2,1,2,21,4300,0,5260,4,1,1,5,1,03705,1019518
2023GQ0002555,1,162,42,2,2,1,20,2600,16,4900,1,6,1,5,1,03780,1019518
2023GQ0002583,1,86,22,1,1,1,19,9000,0,4720,1,1,1,5,1,03776,1019518
2023GQ0002612,1,56,19,1,6,1,19,550,0,0,0,6,1,5,1,03776,1019518
2023GQ0002618,1,80,19,1,1,1,18,0,0,0,0,6,1,5,1,03776,1019518
2023GQ0002652,1,7,72,1,2,1,21,7700,0,0,0,6,1,5,1,03738,1019518
2023GQ0002657,1,37,32,1,1,1,21,1400,9,0,0,6,1,5,1,03738,1019518
2023GQ0002672,1,13,66,1,1,1,1,0,0,0,0,6,1,5,1,03740,1019518
2023GQ0002722,1,52,44,1,2,1,16,2700,17,0,0,6,1,5,1,03779,1019518
2023GQ0002799,1,219,47,1,9,2,21,101000,501,440,1,1,4,3,2,03725,1019518
2023GQ0002903,1,17,69,1,6,1,21,19200,136,0,0,6,1,5,1,03725,1019518
2023GQ0002907,1,79,94,2,6,1,16,24900,0,0,0,6,4,2,2,03763,1019518
2023GQ0002939,1,49,88,1,9,2,1,0,0,0,0,6,4,2,2,03732,1019518
2023GQ0002941,1,26,48,2,8,2,19,22600,143,9920,9,3,1,5,1,03717,1019518
2023GQ0002953,1,39,33,2,2,1,14,0,0,0,0,6,1,5,1,03778,1019518
2023GQ0002968,1,71,20,2,6,1,16,160,0,4110,1,1,5,5,2,03705,1019518
2023GQ0002976,1,59,19,2,6,1,19,4000,0,1108,4,1,4,5,2,03735,1019518
2023GQ0003014,1,25,20,1,6,1,19,7300,0,1555,2,1,1,5,1,03711,1019518
2023GQ0003049,1,68,19,1,1,1,18,9000,0,4030,1,1,1,5,1,03776,1019518
2023GQ0003124,1,13,71,2,1,1,16,0,0,0,0,6,1,5,1,03741,1019518
2023GQ0003216,1,9,16,1,8,2,13,0,0,0,0,6,1,5,1,03721,1019518
2023GQ0003326,1,44,64,1,1,1,14,0,0,0,0,6,4,2,2,03744,1019518
2023GQ0003368,1,112,94,2,1,1,19,18000,124,0,0,6,1,2,1,03709,1019518
2023GQ0003512,1,20,57,1,1,1,1,13000,83,0,0,6,1,5,1,03762,1019518
2023GQ0003578,1,48,40,2,1,1,21,400350,501,3421,1,3,1,5,1,03703,1019518
2023GQ0003630,1,26,28,1,2,1,16,91000,0,9825,5,4,4,5,2,03768,1019518
2023GQ0003632,1,15,20,1,6,1,19,0,0,0,0,6,1,5,1,03779,1019518
2023GQ0003637,1,20,63,2,6,1,19,17900,115,0,0,6,4,3,2,03716,1019518
2023GQ0003655,1,74,18,2,8,2,19,0,0,0,0,6,1,5,1,03746,1019518
2023GQ0003717,1,105,63,1,1,1,16,12400,80,9645,1,6,1,2,1,03703,1019518
2023GQ0003751,1,67,86,2,8,2,16,5000,0,0,0,6,4,3,2,03719,1019518
2023GQ0003861,1,130,56,2,8,2,16,19000,121,0,0,6,1,5,1,03780,1019518
2023GQ0003870,1,52,70,1,2,1,19,1400,0,0,0,6,1,3,1,03764,1019518
2023GQ0003906,1,4,25,1,1,1,23,72000,456,2040,2,1,1,5,1,03710,1019518
2023GQ0004021,1,53,56,2,1,1,22,14400,0,0,0,6,1,3,1,03728,1019518
2023GQ0004035,1,74,77,1,1,1,16,10000,0,0,0,6,1,1,1,03763,1019518
2023GQ0004066,1,54,29,1,8,3,19,0,0,3930,3,6,1,5,1,03703,1019518
2023GQ0004102,1,10,20,1,6,1,18,740,0,726,2,2,5,5,2,03774,1019518
2023GQ0004113,1,62,19,2,2,1,19,1300,0,5320,1,1,1,5,1,03744,1019518
2023GQ0004240,1,16,51,2,1,1,16,0,0,0,0,6,1,5,1,03730,1019518
2023GQ0004292,1,25,20,2,6,1,19,1800,0,2205,4,1,1,5,1,03705,1019518
2023GQ0004342,1,65,22,2,6,1,19,0,0,0,0,6,1,5,1,03770,1019518
2023GQ0004365,1,60,22,2,6,1,19,0,0,0,0,6,1,5,1,03780,1019518
2023GQ0004389,1,120,36,1,9,1,19,12300,80,205,6,3,1,3,1,03712,1019518
2023GQ0004395,1,66,20,1,1,13,19,0,0,0,0,6,1,5,1,03705,1019518
2023GQ0004413,1,54,90,2,1,1,15,8000,0,0,0,6,1,1,1,03761,1019518
2023GQ0004414,1,44,21,2,8,2,18,3500,0,4640,1,6,1,5,1,03776,1019518
2023GQ0004449,1,53,19,2,9,1,19,3510,0,2545,2,6,1,5,1,03780,1019518
2023GQ0004508,1,23,68,1,1,1,16,7500,52,5000,2,6,1,1,1,03774,1019518
2023GQ0004630,1,36,19,1,1,1,20,0,0,9920,9,3,1,5,1,03776,1019518
2023GQ0004692,1,45,19,2,2,1,19,5000,0,4055,1,6,1,5,1,03776,1019518
2023GQ0004772,1,37,22,1,1,1,19,3500,0,4760,1,6,1,5,1,03748,1019518
2023GQ0004804,1,214,65,2,1,1,16,4600,32,0,0,6,1,5,1,03719,1019518
2023GQ0004878,1,26,69,1,1,1,19,4800,0,0,0,6,1,3,1,03762,1019518
2023GQ0004997,1,34,67,2,9,2,1,0,0,0,0,6,5,5,2,03712,1019518
2023GQ0005013,1,14,72,1,2,1,16,7700,0,0,0,6,1,5,1,03722,1019518
2023GQ0005049,1,18,79,1,1,1,20,7700,0,0,0,6,1,2,1,03722,1019518
2023GQ0005063,1,196,94,2,1,1,16,0,0,0,0,6,1,5,1,03705,1019518
2023GQ0005217,1,80,70,1,1,1,16,8400,0,0,0,6,1,5,1,03740,1019518
2023GQ0005252,1,7,52,2,6,1,21,15600,0,0,0,6,4,5,2,03738,1019518
2023GQ0005256,1,17,60,2,1,1,13,11400,0,0,0,6,1,5,1,03735,1019518
2023GQ0005313,1,18,88,1,2,1,16,18900,134,0,0,6,1,5,1,03760,1019518
2023GQ0005466,1,3,42,2,1,1,16,600,3,0,0,6,1,5,1,03723,1019518
2023GQ0005478,1,4,24,1,2,1,22,600,0,2060,2,6,5,5,2,03774,1019518
2023GQ0005570,1,32,39,1,2,1,18,5300,33,7200,1,3,1,5,1,03751,1019518
2023GQ0005586,1,12,55,2,1,1,16,14400,0,0,0,6,1,5,1,03709,1019518
2023GQ0005592,1,82,80,2,1,1,20,8900,0,0,0,6,1,1,1,03717,1019518
2023GQ0005617,1,65,19,2,1,1,19,4500,0,4760,1,6,1,5,1,03711,1019518
2023GQ0005643,1,10,89,1,6,1,9,0,0,0,0,6,4,2,2,03734,1019518
2023GQ0005648,1,17,62,1,6,1,23,1500,9,3602,1,6,4,5,2,03751,1019518
2023GQ0005663,1,25,44,1,2,1,16,15900,102,0,0,6,1,5,1,03748,1019518
2023GQ0005672,1,131,65,1,1,1,21,50600,352,4640,2,1,1,3,1,03732,1019518
2023GQ0005739,1,11,76,1,1,1,19,2200,0,0,0,6,1,3,1,03775,1019518
2023GQ0005785,1,48,48,1,1,1,8,0,0,0,0,6,1,5,1,03767,1019518
2023GQ0005868,1,150,77,2,1,1,14,13500,93,0,0,6,1,3,1,03708,1019518
2023GQ0005898,1,65,39,1,8,2,16,0,0,0,0,6,1,5,1,03708,1019518
2023GQ0005908,1,43,63,1,1,1,16,0,0,0,0,6,1,5,1,03723,1019518
2023GQ0005934,1,51,28,1,1,1,21,0,0,2633,1,6,1,1,1,03712,1019518
2023GQ0006055,1,70,20,2,1,1,19,4500,0,2545,1,1,1,3,1,03776,1019518
2023GQ0006117,1,48,80,2,1,1,16,0,0,0,0,6,5,1,2,03717,1019518
2023GQ0006360,1,70,22,2,1,2,16,5400,0,4760,2,1,1,5,1,03748,1019518
2023GQ0006384,1,58,18,1,6,1,19,0,0,0,0,6,1,5,1,03770,1019518
2023GQ0006455,1,62,19,1,6,1,18,10000,0,7800,1,1,1,5,1,03711,1019518
2023GQ0006478,1,84,19,2,6,1,19,5000,0,4055,1,6,1,5,1,03776,1019518
2023GQ0006493,1,6,16,2,9,2,13,0,0,0,0,6,5,5,2,03738,1019518
2023GQ0006509,1,7,87,2,1,1,9,0,0,0,0,6,4,2,2,03725,1019518
2023GQ0006598,1,3,17,2,8,2,14,1600,0,4720,2,6,1,5,1,03747,1019518
2023GQ0006635,1,28,33,1,8,2,14,30500,193,4760,1,3,1,3,1,03747,1019518
2023GQ0006672,1,42,94,2,1,1,16,13000,0,0,0,6,1,2,1,03724,1019518
2023GQ0006694,1,83,40,1,1,1,17,20000,0,7340,1,6,1,5,1,03744,1019518
2023GQ0006724,1,124,58,1,1,1,16,15900,102,0,0,6,1,5,1,03721,1019518
2023GQ0006729,1,80,19,2,2,1,19,2200,0,2016,1,1,1,5,1,03770,1019518
2023GQ0006764,1,65,23,1,1,1,19,6000,0,1970,2,1,5,5,2,03774,1019518
2023GQ0006774,1,288,25,1,9,2,17,0,0,0,0,6,1,5,1,03772,1019518
2023GQ0006792,1,59,47,2,8,2,14,0,0,0,0,6,5,5,2,03761,1019518
2023GQ0006801,1,20,28,1,9,2,18,43200,0,1360,1,1,1,5,1,03735,1019518
2023GQ0006816,1,8,76,2,1,1,16,21000,144,2050,2,1,4,3,2,03744,1019518
2023GQ0006830,1,106,81,1,1,1,1,37800,0,0,0,6,1,2,1,03780,1019518
2023GQ0006859,1,58,19,2,6,1,19,9600,0,2600,1,1,1,5,1,03746,1019518
2023GQ0007043,1,3,37,2,2,1,21,24200,0,7200,5,1,1,3,1,03774,1019518
2023GQ0007051,1,42,34,2,1,1,16,8000,51,0,0,6,1,5,1,03718,1019518
2023GQ0007080,1,18,65,1,9,2,6,10200,0,0,0,6,1,1,1,03703,1019518
2023GQ0007137,1,13,65,1,1,1,19,19000,131,0,0,6,1,5,1,03758,1019518
2023GQ0007178,1,5,50,2,1,1,19,2700,17,0,0,6,1,5,1,03779,1019518
2023GQ0007197,1,22,75,2,2,1,20,0,0,0,0,6,1,3,1,03752,1019518
2023GQ0007361,1,65,19,2,8,3,19,2700,0,3960,2,1,1,5,1,03776,1019518
2023GQ0007367,1,53,19,1,1,1,19,560,0,4130,1,6,1,5,1,03776,1019518
2023GQ0007425,1,71,76,2,9,1,16,13200,0,0,0,6,1,3,1,03730,1019518
2023GQ0007516,1,75,46,1,1,1,17,0,0,5240,1,3,3,3,1,03744,1019518
2023GQ0007533,1,66,21,1,9,1,19,960,0,2025,2,6,1,5,1,03739,1019518
2023GQ0007550,1,72,94,1,1,1,15,69200,0,0,0,6,1,1,1,03754,1019518
2023GQ0007555,1,71,18,2,6,1,16,0,0,9920,9,3,1,5,1,03776,1019518
2023GQ0007557,1,60,25,1,2,1,21,10000,0,735,2,1,5,5,2,03718,1019518
2023GQ0007604,1,60,22,1,2,1,21,2500,0,2145,2,6,1,5,1,03711,1019518
2023GQ0007606,1,29,72,1,1,1,16,11300,0,0,0,6,1,5,1,03761,1019518
2023GQ0007693,1,19,38,2,2,1,21,0,0,0,0,6,1,3,1,03739,1019518
2023GQ0007705,1,23,63,1,8,17,19,4800,0,0,0,6,5,5,2,03705,1019518
2023GQ0007766,1,16,75,2,1,1,19,230300,501,5120,2,1,1,2,1,03723,1019518
2023GQ0007787,1,20,28,1,9,2,19,65000,415,4760,1,6,1,5,1,03711,1019518
2023GQ0007819,1,6,17,1,8,2,13,0,0,0,0,6,1,5,1,03705,1019518
2023GQ0007833,1,5,17,2,1,1,14,0,0,0,0,6,1,5,1,03708,1019518
2023GQ0007879,1,13,85,1,6,1,16,1700,0,0,0,6,4,2,2,03736,1019518
2023GQ0007892,1,22,24,1,1,2,18,0,0,6120,2,6,1,5,1,03764,1019518
2023GQ0007936,1,29,31,1,8,2,16,21800,141,8740,1,6,1,1,1,03712,1019518
2023GQ0007985,1,21,61,1,1,17,12,13200,0,0,0,6,4,3,2,03708,1019518
2023GQ0008012,1,51,63,1,2,1,11,0,0,0,0,6,1,4,1,03703,1019518
2023GQ0008053,1,13,41,2,9,2,19,13600,87,0,0,6,1,5,1,03761,1019518
2023GQ0008108,1,56,82,2,1,1,16,8200,0,0,0,6,1,5,1,03766,1019518
2023GQ0008118,1,48,56,2,8,2,16,19000,121,0,0,6,1,5,1,03762,1019518
2023GQ0008134,1,82,54,2,8,2,16,8200,0,4220,1,6,5,1,2,03721,1019518
2023GQ0008145,1,29,84,2,8,2,1,2200,15,0,0,6,5,5,2,03762,1019518
2023GQ0008298,1,24,21,2,6,1,19,0,0,9920,9,3,1,5,1,03754,1019518
2023GQ0008368,1,72,94,2,1,1,20,16800,119,0,0,6,1,2,1,03717,1019518
2023GQ0008372,1,18,39,1,9,2,17,0,0,0,0,6,1,3,1,03703,1019518
2023GQ0008388,1,5,69,1,2,1,16,0,0,0,0,6,1,5,1,03778,1019518
2023GQ0008389,1,122,62,2,8,2,14,25900,168,9920,9,3,1,1,1,03708,1019518
2023GQ0008415,1,2,78,1,1,1,16,3000,0,0,0,6,1,1,1,03725,1019518
2023GQ0008428,1,21,53,1,1,1,16,2100,13,0,0,6,1,5,1,03768,1019518
2023GQ0008429,1,13,40,1,9,1,16,0,0,3602,4,3,1,5,1,03717,1019518
2023GQ0008452,1,119,40,1,7,1,19,0,0,0,0,6,4,5,2,03703,1019518
2023GQ0008483,1,74,46,1,1,1,17,0,0,5240,1,3,3,3,1,03767,1019518
2023GQ0008520,1,52,66,2,9,1,16,19000,131,0,0,6,1,5,1,03723,1019518
2023GQ0008528,1,4,44,1,2,1,15,22900,144,3930,1,6,1,5,1,03757,1019518
2023GQ0008555,1,22,20,2,9,2,19,3500,0,4055,1,1,1,5,1,03705,1019518
2023GQ0008603,1,22,74,2,1,1,16,19000,132,0,0,6,1,5,1,03781,1019518
2023GQ0008645,1,53,30,1,1,1,22,0,0,2100,1,3,1,5,1,03770,1019518
2023GQ0008648,1,17,64,2,1,1,16,600,3,0,0,6,1,5,1,03718,1019518
2023GQ0008764,1,87,19,1,6,1,19,0,0,0,0,6,5,5,2,03746,1019518
2023GQ0008766,1,48,21,2,8,2,20,0,0,0,0,6,1,5,1,03710,1019518
2023GQ0008812,1,61,59,1,1,1,18,0,0,0,0,6,4,3,2,03744,1019518
2023GQ0008846,1,25,94,2,7,1,21,31900,0,0,0,6,4,2,2,03724,1019518
2023GQ0008884,1,4,37,1,1,1,22,80000,501,10,2,6,1,5,1,03746,1019518
2023GQ0008929,1,9,48,1,2,1,15,33700,215,2040,2,1,5,5,2,03716,1019518
2023GQ0009025,1,105,78,2,1,1,22,27900,0,0,0,6,1,1,1,03748,1019518
2023GQ0009072,1,16,22,2,9,2,19,0,0,0,0,6,1,5,1,03760,1019518
2023GQ0009125,1,132,73,1,1,1,19,9300,65,5260,2,1,1,3,1,03732,1019518
2023GQ0009141,1,24,47,1,9,2,17,0,0,0,0,6,1,3,1,03703,1019518
2023GQ0009147,1,20,84,2,6,1,19,11200,0,0,0,6,4,2,2,03733,1019518
2023GQ0009215,1,19,21,2,8,7,19,12000,0,4010,1,6,5,5,2,03735,1019518
2023GQ0009300,1,105,20,2,1,1,19,1000,0,4622,1,3,1,5,1,03776,1019518
2023GQ0009308,1,63,90,1,1,1,20,1900,0,0,0,6,1,2,1,03715,1019518
2023GQ0009312,1,3,60,1,8,24,16,480,0,0,0,6,1,3,1,03754,1019518
2023GQ0009321,1,50,73,1,9,1,13,1900,0,0,0,6,1,3,1,03711,1019518
2023GQ0009332,1,53,20,1,8,24,19,6000,0,4720,1,1,1,5,1,03774,1019518
2023GQ0009421,1,78,59,1,1,1,16,0,0,0,0,6,1,5,1,03779,1019518
2023GQ0009447,1,71,94,2,2,1,19,35900,0,0,0,6,1,2,1,03762,1019518
2023GQ0009465,1,14,85,2,6,1,6,19000,0,0,0,6,4,2,2,03737,1019518
2023GQ0009483,1,52,19,2,6,1,19,0,0,0,0,6,1,5,1,03748,1019518
2023GQ0009486,1,13,87,2,8,2,1,1800,0,0,0,6,5,2,2,03717,1019518
2023GQ0009666,1,38,36,1,8,7,16,21900,139,0,0,6,1,5,1,03732,1019518
2023GQ0009673,1,23,62,1,2,1,17,0,0,0,0,6,1,5,1,03782,1019518
2023GQ0009705,1,55,42,1,2,1,15,0,0,0,0,6,1,1,1,03767,1019518
2023GQ0009738,1,48,19,1,1,1,19,560,0,4130,1,6,1,5,1,03770,1019518
2023GQ0009780,1,86,18,2,1,1,19,0,0,9920,9,3,1,5,1,03776,1019518
2023GQ0009830,1,33,70,1,1,1,15,10000,0,0,0,6,1,1,1,03703,1019518
2023GQ0009836,1,20,33,1,1,1,16,17300,113,0,0,6,1,5,1,03704,1019518
2023GQ0009963,1,11,18,2,1,11,18,0,0,4055,1,6,1,5,1,03774,1019518
2023GQ0009971,1,81,25,1,8,2,18,0,0,0,0,6,1,5,1,03744,1019518
2023GQ0010060,1,11,73,2,1,1,16,0,0,0,0,6,1,5,1,03706,1019518
2023GQ0010104,1,57,73,1,1,3,15,77800,501,0,0,6,1,5,1,03750,1019518
2023GQ0010114,1,284,68,1,1,1,16,19200,136,440,7,6,1,5,1,03718,1019518
2023GQ0010132,1,69,29,1,5,1,19,1000,6,4220,2,1,1,5,1,03705,1019518
2023GQ0010150,1,5,17,2,1,1,13,0,0,0,0,6,1,5,1,03734,1019518
2023GQ0010192,1,100,20,2,6,1,19,34000,0,2555,1,2,1,5,1,03776,1019518
2023GQ0010201,1,43,85,2,1,1,20,5400,37,0,0,6,4,1,2,03731,1019518
2023GQ0010261,1,71,28,1,6,1,22,38000,0,1970,4,1,5,1,2,03746,1019518
2023GQ0010268,1,26,72,1,1,1,19,15900,110,0,0,6,1,3,1,03766,1019518
2023GQ0010269,1,13,20,1,9,2,19,1500,0,2350,1,1,1,5,1,03711,1019518
2023GQ0010286,1,88,19,2,6,1,19,9600,0,2600,1,1,1,5,1,03746,1019518
2023GQ0010318,1,100,57,2,1,1,13,31100,202,0,0,6,1,5,1,03730,1019518
2023GQ0010324,1,49,94,2,6,1,21,40800,0,0,0,6,4,2,2,03721,1019518
2023GQ0010326,1,3,94,2,1,1,16,17600,123,0,0,6,1,2,1,03719,1019518
2023GQ0010343,1,53,90,2,6,1,16,7200,0,0,0,6,1,2,1,03719,1019518
2023GQ0010349,1,14,28,1,2,1,16,2700,17,0,0,6,1,5,1,03762,1019518
2023GQ0010487,1,18,28,1,2,2,16,17100,111,3930,1,1,1,5,1,03750,1019518
2023GQ0010527,1,5,24,1,1,1,16,6000,38,0,0,6,1,5,1,03725,1019518
2023GQ0010583,1,76,85,2,6,1,16,11900,0,0,0,6,4,2,2,03711,1019518
2023GQ0010700,1,39,46,2,2,1,21,2000,12,0,0,6,4,4,2,03744,1019518
2023GQ0010729,1,117,46,2,2,1,21,2000,12,0,0,6,4,4,2,03735,1019518
2023GQ0010755,1,46,20,2,6,1,19,6100,0,2545,2,1,1,5,1,03774,1019518
2023GQ0010778,1,77,67,1,8,2,12,0,0,4220,1,6,5,5,2,03744,1019518
2023GQ0010867,1,29,80,1,1,1,16,31000,212,0,0,6,1,3,1,03744,1019518
2023GQ0010961,1,4,17,1,8,2,13,0,0,0,0,6,1,5,1,03738,1019518
2023GQ0011113,1,28,63,2,6,1,19,17900,115,0,0,6,4,3,2,03707,1019518
2023GQ0011180,1,15,94,2,6,1,21,11400,0,0,0,6,4,2,2,03735,1019518
2023GQ0011210,1,128,20,1,6,1,19,0,0,0,0,6,1,5,1,03776,1019518
2023GQ0011249,1,73,18,2,1,24,18,0,0,0,0,6,1,5,1,03774,1019518
2023GQ0011291,1,13,94,2,8,2,20,17000,118,0,0,6,5,2,2,03725,1019518
2023GQ0011351,1,59,27,1,2,1,16,0,0,5940,1,3,1,3,1,03744,1019518
2023GQ0011384,1,48,18,2,6,1,18,0,0,0,0,6,1,5,1,03776,1019518
2023GQ0011507,1,22,25,1,1,1,21,37430,0,2545,1,1,1,5,1,03718,1019518
2023GQ0011560,1,24,59,1,2,1,15,0,0,0,0,6,1,3,1,03703,1019518
2023GQ0011568,1,67,22,2,6,1,19,13000,0,4720,2,3,1,5,1,03746,1019518
2023GQ0011591,1,55,94,1,6,1,9,0,0,0,0,6,4,2,2,03718,1019518
2023GQ0011633,1,8,89,2,8,2,1,12000,0,0,0,6,4,2,2,03738,1019518
2023GQ0011638,1,72,19,1,9,2,14,0,0,0,0,6,1,5,1,03772,1019518
2023GQ0011812,1,14,68,1,1,1,16,12000,83,0,0,6,1,5,1,03748,1019518
2023GQ0011815,1,133,52,1,2,1,14,20700,132,0,0,6,1,5,1,03718,1019518
2023GQ0011829,1,46,67,1,8,2,16,0,0,0,0,6,1,5,1,03711,1019518
2023GQ0011877,1,19,20,2,3,2,19,4000,0,2545,4,1,1,5,1,03735,1019518
2023GQ0011896,1,19,63,2,6,1,19,17900,115,0,0,6,4,3,2,03732,1019518
2023GQ0011932,1,81,18,1,9,2,14,300,0,9645,1,6,1,5,1,03744,1019518
2023GQ0011965,1,48,73,1,2,1,16,0,0,0,0,6,1,1,1,03722,1019518
2023GQ0012077,1,54,23,1,6,1,21,40800,0,2545,1,1,4,5,2,03779,1019518
