SERIALNO,SPORDER,POVPIP,TEN,TYPEHUGQ
2023GQ0087034,1,,,3
2023GQ0087175,1,,,2
2023GQ0087246,1,,,2
2023GQ0087313,1,,,3
2023GQ0087351,1,394,,3
2023GQ0087448,1,97,,3
2023GQ0087623,1,,,2
2023GQ0087710,1,,,2
2023GQ0087919,1,,,3
2023GQ0087989,1,,,2
2023GQ0088044,1,,,2
2023GQ0088051,1,,,2
2023GQ0088097,1,135,,3
2023GQ0088270,1,323,,3
2023GQ0088407,1,,,2
2023GQ0088459,1,114,,3
2023GQ0088460,1,,,2
2023GQ0088755,1,,,2
2023GQ0088758,1,0,,3
2023GQ0088975,1,100,,3
2023GQ0089346,1,,,2
2023GQ0089384,1,,,2
2023GQ0089392,1,,,2
2023GQ0089751,1,,,2
2023GQ0090193,1,,,2
2023GQ0090256,1,,,2
2023GQ0090354,1,,,3
2023GQ0090356,1,,,2
2023GQ0090447,1,,,2
2023GQ0090948,1,78,,3
2023GQ0090959,1,,,2
2023GQ0091271,1,118,,3
2023GQ0091312,1,58,,3
2023GQ0091406,1,,,3
2023GQ0091831,1,,,2
2023GQ0092029,1,,,3
2023GQ0092167,1,323,,3
2023GQ0092984,1,,,2
2023GQ0093303,1,,,2
2023GQ0093487,1,102,,3
2023GQ0093659,1,351,,3
2023GQ0093930,1,,,3
2023GQ0093931,1,,,2
2023GQ0093937,1,,,2
2023GQ0094057,1,71,,3
2023GQ0094171,1,,,2
2023GQ0094221,1,,,2
2023GQ0094587,1,,,2
2023GQ0094588,1,63,,3
2023GQ0094637,1,66,,3
2023GQ0094658,1,118,,3
2023GQ0094772,1,,,2
2023GQ0094821,1,,,2
2023GQ0094928,1,,,2
2023GQ0095172,1,,,2
2023GQ0095244,1,,,2
2023GQ0095297,1,,,2
2023GQ0095320,1,76,,3
2023GQ0095375,1,394,,3
2023GQ0095422,1,,,2
2023GQ0095495,1,,,2
2023GQ0095586,1,0,,3
2023GQ0095616,1,0,,3
2023GQ0095825,1,,,2
2023GQ0095916,1,72,,3
2023GQ0095998,1,0,,3
2023GQ0096538,1,,,3
2023GQ0096546,1,323,,3
2023GQ0096633,1,76,,3
2023GQ0096820,1,,,2
2023GQ0096843,1,,,2
2023GQ0096857,1,,,2
2023GQ0096973,1,,,2
2023GQ0097050,1,0,,3
2023GQ0097158,1,,,2
2023GQ0097224,1,,,2
2023GQ0097367,1,,,2
2023GQ0097495,1,,,2
2023GQ0097515,1,304,,3
2023GQ0097783,1,,,2
2023GQ0097798,1,,,2
2023GQ0097870,1,80,,3
2023GQ0097940,1,56,,3
2023GQ0098190,1,76,,3
2023GQ0098412,1,,,3
2023GQ0098461,1,128,,3
2023GQ0098624,1,125,,3
2023GQ0098664,1,,,2
2023GQ0098677,1,,,2
2023GQ0098759,1,119,,3
2023GQ0098972,1,38,,3
2023GQ0099288,1,,,2
2023GQ0099426,1,,,2
2023GQ0099508,1,,,2
2023GQ0099619,1,76,,3
2023GQ0099692,1,,,2
2023GQ0099726,1,229,,3
2023GQ0099993,1,,,2
2023GQ0100009,1,,,2
2023GQ0100105,1,,,2
2023GQ0100205,1,,,2
2023GQ0100218,1,0,,3
2023GQ0100396,1,,,2
2023GQ0100458,1,0,,3
2023GQ0100581,1,,,2
2023GQ0100752,1,,,2
2023GQ0100768,1,,,2
2023GQ0100960,1,,,2
2023GQ0101015,1,0,,3
2023GQ0101106,1,0,,3
2023GQ0101223,1,,,3
2023GQ0101250,1,,,2
2023GQ0101388,1,,,2
2023GQ0101552,1,,,2
2023GQ0101696,1,,,3
2023GQ0101770,1,,,2
2023GQ0101849,1,197,,3
2023GQ0101987,1,47,,3
2023GQ0102058,1,,,3
2023GQ0102124,1,169,,3
2023GQ0102177,1,,,2
2023GQ0102192,1,491,,3
2023GQ0102220,1,,,2
2023GQ0102454,1,162,,3
2023GQ0102594,1,,,3
2023GQ0102673,1,100,,3
2023GQ0102952,1,39,,3
2023GQ0103086,1,,,2
2023GQ0103177,1,38,,3
2023GQ0103232,1,,,2
2023GQ0103255,1,,,2
2023GQ0103271,1,,,3
2023GQ0103373,1,,,2
2023GQ0103384,1,178,,3
2023GQ0103609,1,,,2
2023GQ0103827,1,,,2
2023GQ0104031,1,77,,3
2023GQ0104202,1,0,,3
2023GQ0104554,1,,,2
2023GQ0104715,1,,,3
2023GQ0104734,1,,,2
2023GQ0104749,1,,,2
2023GQ0104795,1,,,2
2023GQ0105192,1,70,,3
2023GQ0105276,1,76,,3
2023GQ0105320,1,63,,3
2023GQ0105439,1,,,2
2023GQ0105698,1,,,2
2023GQ0105822,1,0,,3
2023GQ0106058,1,,,2
2023GQ0106340,1,,,2
2023GQ0106662,1,,,2
2023GQ0106849,1,162,,3
2023GQ0106853,1,,,2
2023GQ0106964,1,121,,3
2023GQ0107002,1,,,3
2023GQ0107029,1,82,,3
2023GQ0107032,1,82,,3
2023GQ0107062,1,,,3
2023GQ0107221,1,,,2
2023GQ0107320,1,,,2
2023GQ0107324,1,,,2
2023GQ0107673,1,53,,3
2023GQ0107883,1,,,2
2023GQ0107964,1,,,2
2023GQ0107975,1,,,2
2023GQ0108305,1,,,2
2023GQ0108431,1,,,2
2023GQ0108472,1,76,,3
2023GQ0108479,1,71,,3
2023GQ0108754,1,24,,3
2023GQ0108840,1,,,2
2023GQ0109173,1,,,2
2023GQ0109570,1,,,2
2023GQ0109591,1,,,2
2023GQ0109669,1,,,2
2023GQ0109770,1,119,,3
2023GQ0109838,1,,,2
2023GQ0109975,1,,,2
2023GQ0110358,1,,,2
2023GQ0110419,1,,,3
2023GQ0110624,1,76,,3
2023GQ0110635,1,65,,3
2023GQ0110927,1,127,,3
2023GQ0110995,1,,,3
2023GQ0111088,1,,,2
2023GQ0111245,1,,,2
2023GQ0111625,1,,,2
2023GQ0111743,1,,,2
2023GQ0112007,1,,,2
2023GQ0112061,1,,,2
2023GQ0112282,1,,,3
2023GQ0112509,1,,,2
2023GQ0112843,1,,,2
2023GQ0112857,1,,,3
2023GQ0113101,1,47,,3
2023GQ0113318,1,,,2
2023GQ0113358,1,,,2
2023GQ0113386,1,,,3
2023GQ0113406,1,,,2
2023GQ0113462,1,,,3
2023GQ0113463,1,,,2
2023GQ0113472,1,58,,3
2023GQ0113603,1,,,2
2023GQ0114111,1,0,,3
2023GQ0114262,1,,,2
2023GQ0114337,1,6,,3
2023GQ0114410,1,,,2
2023GQ0114561,1,,,2
2023GQ0114562,1,,,3
2023GQ0114911,1,100,,3
2023GQ0115698,1,,,2
2023GQ0115832,1,76,,3
2023GQ0115839,1,,,3
2023GQ0115905,1,,,3
2023GQ0116104,1,,,2
2023GQ0116238,1,383,,3
2023GQ0116332,1,,,2
2023GQ0116720,1,71,,3
2023GQ0116937,1,,,2
2023GQ0116951,1,58,,3
2023GQ0116958,1,,,2
2023GQ0117219,1,,,2
2023GQ0117417,1,76,,3
2023GQ0117511,1,,,3
